非洲	Afrika
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin D. Roosevelt
Thi-khiù Khô-ho̍k	Geovetenskap
Sa̍k-thèu	Bergart
Yùn	Moln
Kí-hò-ho̍k	Geometri
Tet-lu-kú-ngî	Telugu
Thai-hì-chhèn	Atmosfär
Kak-lû-kit-â-ngî	Georgiska
Kîn-chi-ho̍k	Nationalekonomi
Pîn-kóng	Pangkal Pinang
漢字	Kinesiska tecken
Sî-lî-ngì Sṳ-mû	Kyrilliska alfabetet
Lâ-tên sṳ-mû	Latinska alfabetet
Vùn-ho̍k	Litteratur
分類:Fap-koet	Kategori:Frankrike
分類:Yîm-ngo̍k	Kategori:Musik
分類:Vùn-ho̍k	Kategori:Litteratur
La̍p-pá	Trumpet
Â-li̍t-sân-thai sâm-sṳ	Alexander den store
Kiûn-sṳ-thán-tên Yit-sṳ	Konstantin den store
Set-lû-sṳ thai-ti	Kyros II
Vùn-mìn	Civilisation
Kau-yuk	Bildning
Kâ-thìn	Familj
Nàm-ngìn	Man
Fûn-yîn	Äktenskap
Kiûn-sṳ	Militär
Kâ-pî	Kaffe
Ngiù-nen	Mjölk
Sûn Chûng-sân	Sun Yat-sen
Â-yuk-vòng	Ashoka
香港	Hongkong
Thai-yîn Ti-koet	Brittiska imperiet
Sú-ngì	Seoul
Kâm-nái-thit Koet-chi Kî-chhòng	John F. Kennedy International Airport
上海	Shanghai
Lùn-tûn Hî-sṳ̂-lu Kî-chhòng	London-Heathrow flygplats
Lùn-tûn Kak-vet Kî-chhòng	Gatwick flygplats
Set-vì-li-â	Sevilla
Chhîn-chhèu	Qingdynastin
Â-ngì-pâ-nì-â-ngî	Albanska
Pâ-sṳ̂-khiet-ngî	Baskiska
Â-lâ-kung-ngî	Aragonska
Yîn-koet Hòng-khûng	British Airways
Â-mî-nì-â-ngî	Armeniska
Vû-khiet-làn-ngî	Ukrainska
Pâ-lùn-sî-â	Valencia
Shuì-tién-ngî	Svenska
Tan-ma̍k-ngî	Danska
Nò-vî-ngî	Norska
Kô-thi̍t-fu̍t-lòi-tet Vî-liâm Lòi-pu-nì-tsṳ	Gottfried Wilhelm von Leibniz
Tshia̍p-khiet-ngî	Tjeckiska
Sṳ̂-lo̍k-phat-khiet-ngî	Slovakiska
Sṳ̂-lo̍k-vì-nì-â-ngî	Slovenska
Hiûng-ngà-li-ngî	Ungerska
Oi-sâ-nì-â-ngî	Estniska
Là-thot-vì-â-ngî	Lettiska
Li̍p-thâu-vón-ngî	Litauiska
Pha̍k-ngò-lò-sṳ̂-ngî	Vitryska
Kui-mí-thi̍t-lî Mùn-tet-lie̍t-fû	Dmitrij Mendelejev
Ngièn-chṳ́	Atom
Lâ-set-fuk	Ernest Rutherford
Hî-lia̍p-ngî	Grekiska
Oi-ngì-làn-ngî	Iriska
Pô-sṳ̂-ngî	Persiska
Chûng-kau	Religion
Chêu-sién-ngî	Koreanska
Chhóng-sṳ-ki	Första Moseboken
Kóng-tûng-fa	Kantonesiska
Chhut-âi-khi̍p-ki	Andra Moseboken
Ye̍t-nàm-ngî	Vietnamesiska
Pó-lò	Paulus
Kô-mièn-ngî	Khmer (språk)
Thai-ngî	Thai
Mâ-lòi-ngî	Malajiska
Yin-nì-ngî	Indonesiska
Mùng-kú-ngî	Mongoliska
Hâ-sat-khiet-ngî	Kazakiska
Vû-tsṳ̂-phe̍t-khiet-ngî	Uzbekiska
Thú-khù-màn-ngî	Turkmeniska
Yù-thai-kau	Judendom
Hî-pak-lói-ngî	Hebreiska
Â-set-pai-kiông-ngî	Azerbajdzjanska
Mâ-khì-tun-ngî	Makedonska
Set-ngì-vì-â-ngî	Serbiska
Set-ngì-vì-â Khiet-lò-thi-â-ngî	Serbokroatiska
Pô-sṳ-nì-â-ngî	Bosniska
Kâ-lî-sî-â-ngî	Galiciska
Vî-ngì-sṳ̂-ngî	Kymriska
Sû-kak-làn Koi-ngì-ngî	Skotsk gäliska
Siak-khiet-kau	Sikhism
John Maynard Keynes	John Maynard Keynes
Lufthansa Hòng-khûng	Lufthansa
Ló-chṳ́	Lao Zi
Kôn-chhóng	Lever
Shìn	Njure
Thu-é	Kaniner
Sṳ̀n-kîn Ne-thúng	Nervsystemet
Sîm-lî-ho̍k	Psykologi
Sṳt-kâ-mèu-nì	Buddha
Mâ-tên Lu-tet	Martin Luther
Yî-kâ	Konfucianism
Thiên-chú-kau	Romersk-katolska kyrkan
Tho-kau	Taoism
Chit-siói	Ryggmärg
Sa̍t	Tunga
Yî-tshóng	Bukspottkörtel
Hèu-thèu	Struphuvud
Fuk-khiet-làn khiùn-tó	Falklandsöarna
Vàng-kak-mo̍k	Mellangärde
Elizabeth Ngi-sṳ	Elizabeth II
Thòng-chhèu	Tangdynastin
John F. Kennedy	John F. Kennedy
Mìn-chhèu	Mingdynastin
Dwight D. Eisenhower	Dwight D. Eisenhower
Ronald Reagan	Ronald Reagan
Sat-là-kô-sat	Zaragoza
Kîm Tsang-ngit	Kim Jong Il
Ngièn-su Chû-khì-péu	Periodiska systemet
Chû-su̍k	Svin
Mariano Rajoy	Mariano Rajoy
Se-khiûn	Bakterier
Phù-thò	Druva
Phûng-thòng	Honung
Thông	Socker
Vòng-theu	Sojaböna
Kûng-chhàng-ho̍k	Ingenjörsvetenskap
Vùn-fa	Kultur
Fan-vun	Sanskrit
Sùn-fàn Hì-thúng	Hjärt- och kärlsystemet
Sôn	Syra
Yî-ho̍k	Medicinsk vetenskap
Néu-Yok Sṳ-kie Mo-yi Chûng-sîm	World Trade Center
Hâ Màn-hâ-tun	Lower Manhattan
Yàm	Salt
分類:Pâ-sî	Kategori:Brasilien
Màn-hâ-tun	Manhattan
Ngièn-su	Grundämne
Kâ-suk-thu	Acceleration
Li̍t	Kraft
Kú	Trumma
Tsṳt-liông	Massa
Thien-yáng	Film
Kîm-su̍k	Metall
Nùng-ngia̍p	Jordbruk
Sâng-yîm	Ljud
Sṳ̀-kiên	Tid
Mien-chit	Area
Kûng-kîn	Kilogram
Kûng-tshak	Meter
Miéu	Sekund
Pâu-siuk	Majs
Kûng-sṳ̂n	Liter
Fà-ngì-kiê	Wall Street
Tûng-nàm-â	Sydostasien
Tshùng-khin	Chongqing
Thiên-tsîn	Tianjin
Vú-hon-sṳ	Wuhan
Kú Hî-lia̍p	Antikens Grekland
Thomas Jefferson	Thomas Jefferson
Vùi-sṳ̂-khà	Huesca
Tychy	Tychy
Pu-lie̍t-thap-nì-ngî	Bretonska
Lóng	Dövhet
Chhi̍t-phiang	Sjukdom
Khien-không	Hälsa
Màn-tó-ngî	Manx (språk)
Chhiâng-môi-su	Penicillin
Nantes	Nantes
Pot-thâm-fó	Tuberkulos
Mà-chiông	Mahjong
Detroit	Detroit
Van-lî Tshòng-sàng	Kinesiska muren
Gard-sén	Gard
Gers-sén	Gers
Sông Garonne-sén	Haute-Garonne
Sṳ̀n-sṳn Lò-mâ Ti-koet	Tysk-romerska riket
Ille-et-Vilaine-sén	Ille-et-Vilaine
Isère-sén	Isère
Chûng-kau Kói-kiet	Reformationen
Sông Loire-sén	Haute-Loire
Lot-sén	Lot (departement)
Lozère-sén	Lozère
Maine-et-Loire-sén	Maine-et-Loire
Nì-pu-kap-nì-sat ngi-sṳ	Nebukadnessar II
Mayenne-sén	Mayenne
Morbihan-sén	Morbihan
Nièvre-sén	Nièvre
Nord-sén	Nord
Calais Hói-hia̍p-sén	Pas-de-Calais
Puy-de-Dôme-sén	Puy-de-Dôme
Sông Pyrénées-sén	Hautes-Pyrénées
Pyrénées-Orientales-sén	Pyrénées-Orientales
Hâ Rhin-sén	Bas-Rhin
Sông Rhin-sén	Haut-Rhin
Saône-et-Loire-sén	Saône-et-Loire
Sarthe-sén	Sarthe
Sông Savoie-sén	Haute-Savoie
Tarn-sén	Tarn
Tarn-et-Garonne-sén	Tarn-et-Garonne
Var-sén	Var (departement)
Vaucluse-sén	Vaucluse
Vendée-sén	Vendée
Yonne-sén	Yonne
Yî-pí-li-â Pan-tó	Pyreneiska halvön
Lai-kî	Litchi
Yâ-è	Kokospalm
Sa̍k-liù	Granatäpple
Chong-fa	Zhuang (språk)
Na̍p-ngá-thi̍t-ngî	Nahuatl
Mí-nàm-kâ-pó-ngî	Minangkabau
Mirandés-ngî	Mirandesiska
Harvard Thai-ho̍k	Harvard University
Néu-yok Chṳn-khèn Kâu-yi-só	New York Stock Exchange
Lie̍t-yî-tha̍t-sén	Lleida (provins)
Â-lâ-pak-ngî	Arabiska
Kiú-chiu	Kyushu
Si-koet	Shikoku
O-khiet-ngî	Occitanska
Nàm-fî Hò-làn-ngî	Afrikaans
Lí Mìn-pok	Lee Myung-bak
Lû Vú-hién	Roh Moo-hyun
Kâ Mà-chiok	Gråsparv
Kô-thiet	Hongkongs tunnelbana
澳門	Macao
Suhl	Suhl
Mühlhausen	Mühlhausen, Thüringen
Sâ-thièn-khî	Sha Tin
Fù Kím-Thàu	Hu Jintao
Si̍p Khiûn-phìn	Xi Jinping
Chhòng-kiáng-lu̍k	Giraff
Phì-âi-mùng-thi̍t-ngî	Piemontesiska
Thap-là-kô-na̍p	Tarragona
Provence-Alpes-Côte d'Azur	Provence-Alpes-Côte d'Azur
Chhṳ̂m-chun-sṳ	Shenzhen
Kóng-tûng	Guangdong
Kóng-sî Chong-chhu̍k Chhṳ-chhṳ-khî	Guangxi
Mô-kài	Sagan om ringen
Hiông-kóng Thai-ho̍k	University of Hong Kong
Badajoz	Badajoz
Lu̍k-yì-tó-yen	Kagoshima prefektur
Kiok	Fot
Sit-thit	Ödlor
Altenburg	Altenburg
Kiên	Axel (kroppsdel)
Midi-Pyrénées	Midi-Pyrénées
模板:Link FA	Mall:Link FA
Wikipedia:Chhâm-siòng	Wikipedia:Bybrunnen
Fu-mùng-thi̍t	Vermont
Hiû-sṳ̂-tûn	Houston
Kóng-chiu-sṳ	Guangzhou
Chiông Kie-sa̍k	Chiang Kai-shek
Vûn Kâ-pó	Wen Jiabao
Nàm-kîn-sṳ	Nanjing
Phiang-yèn	Sjukhus
Kông-sû	Jiangsu
Chet-kông-sén	Zhejiang
Thèn Séu-phìn	Deng Xiaoping
Pet-phu Calais Hói-hia̍p	Nord-Pas-de-Calais
Pays de la Loire	Pays de la Loire
Languedoc-Roussillon	Languedoc-Roussillon
Thiap-sat-lò-nì-kâ	Thessaloniki
西藏自治區	Autonoma regionen Tibet
Hàng-thung Thien-fa	Mobiltelefoni
Thò-niâu	Struts
Manchester	Manchester
Pu-lû-khiet-lìm	Brooklyn
Fòng-heu-khî	Queens
Liùng-yìn-sṳ	Yongin
Lòng	Varg
Mâ-lòi Pan-tó	Malackahalvön
Sîn-yok Sṳn-kîn	Nya Testamentet
Fan-lóng-thap-cham-sṳ	Phan Rang-Thap Cham
9	9 (tal)
Zung-gok Thaai-liuk	Fastlandskina
Het-liùng-kông	Heilongjiang
Mâ Yîn-kiú	Ma Ying-jeou
Piên-fò-sṳ	Bien Hoa
Hiông-kóng-tó	Hongkongön
Ngà-tsông-sṳ	Nha Trang
Podolsk	Podolsk
Pô-tô Lì-kok Thu̍k-li̍p-tóng	Puertoricanska självständighetspartiet
Lì-è	Åsna
Si-chhôn-sén	Sichuan
Khiu-yok Sṳn-kîn	Gamla Testamentet
Sṳn-tan-chiet	Jul
Lò-màn Ngî-chhu̍k	Romanska språk
Sâm-kok-hìn	Triangel
Steve Jobs	Steve Jobs
Yin-Êu Ngî-ne	Indoeuropeiska språk
Breinigerberg	Breinigerberg
Lo-fú	Tiger
Fù-ôn Khà-lo̍k-sṳ̂ Yit-sṳ	Juan Carlos I av Spanien
Súi-ngièn-sṳ	Suwon
Sâm-sên Si̍p-thòn	Samsung
Louis Couturat	Louis Couturat
Thai-thièn Kóng-vet-sṳ	Daejeon
Kîn-ki-tho	Gyeonggi
Sṳ̂-khâm-tit-nâ-vì-â	Skandinavien
Fu̍k-fa̍t-chiet	Påsk
Thien-nó Khô-ho̍k	Datavetenskap
Koet-chi Yîm-phiêu	Internationella fonetiska alfabetet
Hò-pet	Hebei
Phú-lìm-sṳ̂-tun Thai-ho̍k	Princeton University
Fôn-hìn-muk	Storkfåglar
Chhṳ̀n Súi-pién	Chen Shui-bian
台灣	Taiwan (ö)
Chṳ-fi-hîn Sú-kî	Smarttelefon
Sa̍k-yù	Petroleum
Hài-è	Sko
Ngiùn-hòng	Bank
Ngièn-lun Chhṳ-yù	Yttrandefrihet
Oi-ngì-làn	Irland (ö)
Cheshire	Cheshire
Cumbria	Cumbria
Lancashire	Lancashire
Northumberland	Northumberland
Tyne and Wear	Tyne and Wear
County Durham	Durham (grevskap)
Pet Yorkshire	North Yorkshire
Lincolnshire	Lincolnshire
Nottinghamshire	Nottinghamshire
Derbyshire	Derbyshire
Merseyside	Merseyside
Leicestershire	Leicestershire
Rutland	Rutland
Lû-sùn	Lu Xun
Northamptonshire	Northamptonshire
Devon	Devon, England
Oxfordshire	Oxfordshire
Wiltshire	Wiltshire
Hampshire	Hampshire
Buckinghamshire	Buckinghamshire
Surrey	Surrey
West Sussex	West Sussex
East Sussex	East Sussex
Kent	Kent (grevskap)
Thai Lùn-tûn	Storlondon
7	7 (tal)
8	8 (tal)
Lu̍k-é	Hjortdjur
Pên	Is
Chú ke Khì-tó-vùn	Herrens bön
Ngìn-lui-ho̍k	Antropologi
Fùng-hói	Röda havet
Oi-tên-páu	Edinburgh
Pha̍k-set	Vit
Marseille	Marseille
Thai-chhûng-thèu	Lök (art)
6	6 (tal)
Kôn-fông ngî-ngièn	Officiellt språk
Kháu-kú-ho̍k	Arkeologi
George H. W. Bush	George H.W. Bush
Pâ-ngì-kòn pan-tó	Balkanhalvön
Dmitry Medvedev	Dmitrij Medvedev
Entrena	Entrena
Sîn-kau	Protestantism
Selena	Selena Quintanilla
Mî-koet Thai-khûng Chúng-shu	NASA
Thai Put-lie̍t-tiên-tó	Storbritannien (ö)
Pâ-le̍t-sṳ̂-thán	Palestina
10	10 (tal)
Lila Downs	Lila Downs
Lia̍p-pau	Gepard
Cleveland (Yîn-koet)	Cleveland, England
Liverpool	Liverpool
Bremen	Bremen
Sîn Nò-vî-ngî	Nynorska
Meu-thèu-tiâu	Ugglor
Sṳ̀	Timme
Fap-lò-ngî	Färöiska
Kîm-eu-sṳ	Ca Mau
Meu-khô	Kattdjur
Koet-chi Thai-khûng Chhàm	Internationella rymdstationen
Tà-la-sṳ	Da Lat
Tat-tat-ngî	Tatariska
Tshûng-liông	Tyngd
Tsûng-su	Dadelpalm
Fan-tshiet-sṳ	Phan Thiet
Sî Fut-lî-sî-ngî	Frisiska
Séu Vòng-chṳ́	Lille prinsen
Phiàng-fông kûng-tshak	Kvadratmeter
Fó-yam-chhùng	Lysmaskar
Li̍p-fông kûng-tshak	Kubikmeter
Fàn-chiet-thûng-vu̍t-mùn	Ringmaskar
Chhú-khô	Råttdjur
Lû-sêm-nì-â-ngî	Rusinska
Ede (Hò-làn)	Ede (kommun)
Fú-kîn	Späckhuggare
Sâ-thi̍t-fut-lî-sî-ngî	Saterfrisiska
Liû-khiù-koet	Kungariket Ryukyu
Pet-fut-lî-sî-â-ngî	Nordfrisiska
Â-mê-ha̍p-lâ-ngî	Amhariska
蝠婆	Fladdermöss
Tarnobrzeg	Tarnobrzeg
Vòng Ti	Huang-Di
Tiau-ǹg-thòi Lie̍t-yí	Senkaku-öarna
Khiung-fò-tóng (Mî-koet)	Republikanska partiet
Â-sṳ̂-thù-lî-â-sṳ̂-ngî	Asturiska
中國	Kina (region)
O-thi-li Pâ-vî-li-â-ngî	Bayerska
Mìn-chú-tóng (Mî-koet)	Demokratiska partiet
Sàng-tû-sṳ	Chengdu
Âi-sṳ̂-thi̍t-lùi-mâ-thu-lâ-ngî	Extremaduriska
Séu-su mìn-chhu̍k	Minoritet
Pô-lòi-kú	Pleiku
Â-ha̍p-sṳ̂-vòng	Achas
Chûng-chû-sṳ	Chungju
Yî-liàu Ví-sâng	Sjukvård
Yòng-suk-yen	Yangshuo
Khiet-là-khô-fû	Kraków
臺灣省	Taiwan (provins)
Pet-kîn Sú-tû Koet-chi Kî-chhòng	Pekings internationella flygplats
Sîn-kâ-po Hòng-khûng Kûng-sṳ̂	Singapore Airlines
Thien-nó Thôn-chhèn Só-mèu	Datortomografi
Vî-nî-sṳ̂-ngî	Venetianska
Vì-phú-sêm-ngî	Vepsiska
Fu̍t-lò-ngî	Võru (språk)
Pân-mâ	Zebror
Valery Leontiev	Valerij Leontiev
Khô-sî-kâ-ngî	Korsikanska
Buryat-ngî	Burjatiska
Sùn-tho-chûng	Metodism
Mông-kiê-sṳ	Mong Cai
Suk-vú-ngî	Cebuano
Chavacano-ngî	Chavacano
Tha̍t-lò-phî-thû Ngî-hì	Dravidiska språk
Ló-kiê-sṳ	Lao Cai
客家語	Hakka (språk)
Pet-nèn-sṳ	Bac Ninh
Liòng-sân-sṳ	Lang Son
Hiuk-tsin-sṳ	Soc Trang
Liùng-chhôn-sṳ	Long Xuyen
Mî-tshiu-sṳ	My Tho
Fut-liù-li-ngî	Friuliska
Pâng-mî-tsuk	Buon Ma Thuot
Kàm-ngî	Gan (dialekt)
Pok-vu̍t-kón	Museum
Yin-thu Yî-lóng Ngî-chhu̍k	Indoiranska språk
Thai-yùng-meu	Jättepanda
Kalmyk-ngî	Kalmuckiska
Mân-ngî	Manchuiska
Kû-li̍p ngî-ngièn	Isolatspråk
Kit-là-kî-ngî	Gilaki
Khà-sû-pí-ngî	Kasjubiska
Karachay-Balkar-ngî	Karatjajbalkariska
Lùn-pâ-tí-ngî	Lombardiska
Sú	Hand
Thu fú	Du Fu
O-lî-â-ngî	Oriya
Ngìn-khiéu	Befolkning
Nò-man-thi-ngî	Normandiska
Pâng-â-sî-nâm-ngî	Pangasinan
Nèn-phìn-sṳ	Ninh Binh
Pet-sat-mí-ngî	Nordsamiska
O-set-thôi-ngî	Ossetiska
Sî-sî-lî-ngî	Sicilianska
Sat-tên-nî-â-ngî	Sardiska
Nì-ngá-ngì-ngî	Newari
Valparaíso	Valparaíso
Kóng-ngi-sṳ	Quang Ngai
Hò-tshin-sṳ	Ha Tinh
Yên-yèn	Skådespelare
Thap-kâ-lo̍k-ngî	Tagalog
Thùng	Brons
Vlaams-ngî	Flamländska
Fà-liùng-ngî	Vallonska
Sú-ngî	Teckenspråk
Międzyrzec Podlaski	Międzyrzec Podlaski
Phiêu-chún Chhông-ngî	Tibetanska
Ngá-shuì-ngá-shuì-ngî	Waray-waray
N̂g-ngî	Wu (dialekt)
Woodrow Wilson	Woodrow Wilson
Fu̍t-sân-sṳ	Foshan
Ngiù-chîn Thai-ho̍k	Oxfords universitet
Sṳ̍p-thiàu Kie-min	De tio budorden
Yok-hon-nì-sṳ̂-páu	Johannesburg
Kî-tuk Kau-fi	Kyrkan
Pau-é	Leopard
Sîn-kiông	Xinjiang
Muk-kôa	Papaya
Pu-lî-sṳ̂-pân	Brisbane
Â-mî-ngî	Amis
Vî-liâm Lùn-khìm	Wilhelm Röntgen
Chû-chhèu	Zhoudynastin
Ido-ngî	Ido
Brad Pitt	Brad Pitt
Pa̍k-kiûng	Vita huset
Tha̍t-mâ-thai-ngî	Dalmatiska
Tat-tat-chhu̍k	Tatarer
Kô-liáng-sṳ	Cao Lanh
Thai-fán-sṳ	Osaka
Kiam-khiâu Thai-ho̍k	Universitetet i Cambridge
Kûng-khín	Hektar
Sé-lî	Dop
Pông-hâ	Astma
Chuk	Bambu
Fù Tsṳ-mìn	Ho Chi Minh
Thièn-piên-fú	Dien Bien Phu
Khûn-sṳ-làn-chû	Queensland
Ha-liùng-sṳ	Ha Long
Kûi-yìn-sṳ	Qui Nhon
Mìn-nì-â-pô-li-sṳ̂	Minneapolis
Li̍t-ka-sṳ	Rach Gia
Li-kú-lî-â-ngî	Liguriska (romanskt språk)
Phô-lò-chû	Borneo
Vù-fâ-kó	Fikon
Sun-fa-sṳ	Hué
Tshòng-thu	Längd
Sṳ̂-chhù-chṳ̂-lu	Sidenvägen
Hói-yòng-sṳ	Hai Duong
Mô-li-ngî	Maori
Mên-tûng-ngî	Mindong
Tô-se-pâu sâng-vu̍t	Flercellig organism
Hîn-ôn-sṳ	Hung Yen
Mên-nàm-ngî	Minnan
Tshiên-ngièn	Millennium
Ho̍k-miàng	Binomial nomenklatur
Vì-tô-li-â-chû	Victoria, Australien
Chong-chhu̍k	Zhuang
Pet-kông	Bac Giang
Aung San Suu Kyi翁山蘇姬	Aung San Suu Kyi
Yok-hon-fuk-yîm	Johannesevangeliet
William Vòng-chṳ́	Prins William, hertig av Cambridge
Chhṳ̀n Kóng-sâng	Jackie Chan
12	12 (tal)
Vok-là-phú-khiet-ngî	Volapük
Toshiro Mifune	Toshiro Mifune
Kám-lám-su	Olivträd
Só-lò-mùn-vòng	Salomo
O-khiet-làn	Auckland
Chhṳ̍t-sien	Rät linje
11	11 (tal)
13	13 (tal)
Sûn-chṳ́	Sun Zi
Sṳn-lìn	Den Helige Ande
Lû-pu-lìm	Lublin
Thì-thèu	Jordnöt
100	100 (tal)
Tshit-thèu	Knä
Tô-piên-hìn	Polygon
Nàm Chûng-koet Hói	Sydkinesiska havet
Campora San Giovanni	Campora San Giovanni
Pien-set-liùng	Kameleonter
Bloemfontein	Bloemfontein
Ngiam-set-thí	Kromosom
O-khiet-làn Vùn-fap Ho̍k-káu	Auckland Grammar School
Ngióng-kông	Rangoon
Ma̍k-tông-lò Kûng-sṳ̂	McDonald’s
1000000	Miljon
Meu-miàng-sṳ	Maoming
Liú-chiu-sṳ	Liuzhou
Pet-pan-khiù	Norra halvklotet
Ló-chhú	Möss
Thí-tsit	Volym
Het-tsṳ̂	Hertz
Pak-pân-khiet	Burbank, Kalifornien
Sien-lia̍p-thí	Mitokondrie
Yî-sên	Läkare
Ki-sa̍k-chhṳn	Stonehenge
Chúng-thí Kîn-chi-ho̍k	Makroekonomi
Lu-kâ-fuk-yîm	Lukasevangeliet
Sîn Kí-nui-â	Nya Guinea
Sṳ́-thù-hàng-chhon	Apostlagärningarna
Mô-hái	Krabbor
PH	PH
Khì-tó	Bön
Ôn-fui-sén	Anhui
Chûng-chhîn Pet-tho	Nordchungcheong
Chûng-chhîn Nàm-tho	Sydchungcheong
Kông-ngièn-tho (Hôn-koet)	Gangwon
Nui Mùng-kú	Inre Mongoliet
Kîm Ngit-sṳ̀n	Kim Il Sung
Pí-tet-kô-sṳ̍p	Bydgoszcz
Nottingham	Nottingham
Thai-ví-vòng	Kung David
Li-vi-ki	Tredje Moseboken
Sṳ̂-thán-fuk Thai-ho̍k	Stanford University
Fuk-kian	Fujian
Kûng-khiet	Gram
Mùng-kú-tshu̍k	Mongoler
Khí-sṳ-liu̍k	Uppenbarelseboken
Kong-lîn-sṳ	Gangneung
Kiê-liùng-sṳ	Gyeryong
Kô-yòng-sṳ	Goyang
Kûng-chû-sṳ	Gongju
Kó-chhôn-sṳ	Gwacheon
Kông-mìn-sṳ	Gwangmyeong
Kóng-chû-sṳ (Hôn-koet)	Gwangju, Gyeonggi
Kiú-lî-sṳ	Guri
Kiûn-phú-sṳ	Gunpo
Kîm-phú-sṳ	Gimpo
Nàm-yòng-chû-sṳ	Namyangju
Lun-sân-sṳ	Nonsan
Thông-chîn-sṳ (Hôn-koet)	Dangjin
Tûng-theu-chhôn-sṳ	Dongducheon
Tûng-hói-sṳ (Hôn-koet)	Donghae
Pó-nèn-sṳ	Boryeong
Fu-chhôn-sṳ	Bucheon
Sâm-chit-sṳ	Samcheok
Shuì-sân-sṳ	Seosan
Sàng-nàm-sṳ	Seongnam
Suk-chhó-sṳ	Sokcho
Sṳ́-hîn-sṳ	Siheung
Ngà-sân-sṳ	Asan
Ôn-sân-sṳ	Ansan
Ôn-sàng-sṳ (Hôn-koet)	Anseong
Ôn-yông-sṳ	Anyang, Sydkorea
Yòng-chû-sṳ	Yangju
Vû-sân-sṳ	Osan
Ngièn-chû-sṳ	Wonju
Ngi-vòng-sṳ	Uiwang
Ngi-chṳn-fú-sṳ	Uijeongbu
Li-chhôn-sṳ (Hôn-koet)	Icheon
Thî-chhôn-sṳ	Jecheon
Thiên-ôn-sṳ	Cheonan
Chhîn-chû-sṳ	Cheongju
Chhûn-chhôn-sṳ	Chuncheon
Thai-pha̍k-sṳ	Taebaek
Po-chû-sṳ	Paju
Phìn-tshe̍t-sṳ	Pyeongtaek
Phàu-chhôn-sṳ	Pocheon
Hò-nàm-sṳ	Hanam
Fà-sàng-sṳ	Hwaseong
Buckingham Kiûng	Buckingham Palace
Hói-nàm	Hainan
Yén-tûng	Fjärran Östern
Ngiên-kiu	Forskning
Kâm-suk	Gansu
Pha̍k Se-pâu	Vit blodkropp
York	York
Tsiú	Armbågsled
Sṳ̂n-min-ki	Femte Moseboken
Sû-chû-sṳ	Suzhou
Vûn-chû-sṳ	Wenzhou
Windsor Sàng-páu	Windsor Castle
Hòn-chhu̍k	Hankineser
Nèn-pô-sṳ	Ningbo
Tet-koet-ngìn	Tyskar
Ko-men	Allergi
Fù-khì	Iglar
Kîm-yùng	Finans
1000	1000 (tal)
Mìn-su-ki	Fjärde Moseboken
Liu̍k Khiet-vùn	Kevin Rudd
Ngo̍k-ǹg	Krokodiler
Yùn-nàm	Yunnan
Vû-â	Corvus
Plymouth	Plymouth
Sân-tûng	Shandong
Pí	Arm
Derby-sṳ	Derby, Storbritannien
Thàn-khîn Fa-ha̍p-vu̍t	Kolväte
Hò-nàm	Henan
Montehermoso	Montehermoso
Liâu-nèn	Liaoning
El Cid	El Cid
Jim Morrison	Jim Morrison
Kóng-khiéu	Hamn
Thòi-vân Thò-yèn Koet-chi Kî-chhòng	Taiwan Taoyuan Internationella Flygplats
Kit-lìm	Jilin
Fù-nàm	Hunan
Chhiâng-hói	Qinghai
Vì-ngâ-ngì-tshu̍k	Uigurer
Rhône-sén	Rhône (departement)
Koet-kâ Kûng-yèn	Nationalpark
Pâ-lì Charles-de-Gaulle Koet-chi Kî-chhòng	Paris-Charles de Gaulle-flygplatsen
Chṳ̂-sán	Tillgång
O-le̍t-liòng	Aurelianus
Fù-pet	Hubei
Sân-sî	Shanxi
Hòng-khûng Kûng-sṳ̂	Flygföretag
Hò-khiéu-vân	Estuarium
Chûng-set	Brun
Kui-chû	Guizhou
Berkelland	Berkelland
Chûng-khi Sṳ̀n-kîn Ne-thúng	Centrala nervsystemet
Yî-fut-só	Efesos
Ôn-tha̍t-màn Hói	Andamansjön
Yok-sû-â-ki	Josua (bok)
Sî-pet Yîn-kak-làn	Nordvästra England
Shám-sî-sén	Shaanxi
Tûng-pet Yîn-kak-làn	Nordöstra England
Tûng Midlands	East Midlands
Tûng Yîn-kak-làn	Östra England
Tûng-nàm Yîn-kak-làn	Sydöstra England
Sî-nàm Yîn-kak-làn	Sydvästra England
模板:Commonscat	Mall:Commonscat
Sî Midlands	West Midlands (region)
Yorkshire lâu Humber	Yorkshire och Humber
Kòn Se-pâu	Stamcell
Lò-mâ-sû	Romarbrevet
Mâ-liuk-kap Hói-hia̍p	Malackasundet
Yù-thai Vòng-koet	Juda rike
Fî-yí Mî-koet Het-ngìn	Afroamerikaner
Mà-sat-chû-set Lî-kûng Ho̍k-yen	Massachusetts Institute of Technology
Pô-sṳ-tun Thai-ho̍k	Boston University
Yâ-lû Thai-ho̍k	Yale University
Nàm-pet-chêu	De sydliga och nordliga dynastierna
Fûn-lî	Bröllop
Pan Chúng-thúng-chṳ	Semipresidentialism
Kâ-phìn-khiùn	Gapyeong
Fâi-sân-khiùn	Goesan
Kím-sân-khiùn	Geumsan
Tan-yòng-khiùn (Hôn-koet)	Danyang, Sydkorea
Po-ên-khiùn	Boeun
Fù-yì-khiùn	Buyeo
Sû-chhôn-khiùn	Seocheon
