Áfríkà	Afrika
Ramón Puerta	Ramón Puerta
Henri Konan Bédié	Henri Konan Bédié
Robert Guéï	Robert Guéï
Cyprien Ntaryamira	Cyprien Ntaryamira
Domitien Ndayizeye	Domitien Ndayizeye
Alexandre Ribot	Alexandre Ribot
René Waldeck-Rousseau	Pierre Waldeck-Rousseau
Valentín Gómez Farías	Valentín Gómez Farías
Ẹdun	Colobus
Adó-Èkìtì	Ado Ekiti
Joseph Jenkins Roberts	Joseph Jenkins Roberts
Bako Sahakyan	Bako Sahakjan
Huey P. Newton	Huey P. Newton
Ámósì Tutùọlá	Amos Tutuola
Nader al-Dahabi	Nader al-Dahabi
Buddy MacKay	Buddy MacKay
Richard Lugar	Richard Lugar
Michel Aoun	Michel Aoun
Marcelo Torcuato de Alvear	Marcelo Torcuato de Alvear
Eduardo Dato e Iradier	Eduardo Dato
Félix Malloum	Félix Malloum
Victor Ikpeba	Victor Ikpeba
James Wilson	James Wilson (grundlagsfader)
Constantine Kanaris	Konstantinos Kanaris
José Canalejas	José Canalejas
Juan Carlos Onganía	Juan Carlos Onganía
Gregorio Conrado Álvarez	Gregorio Álvarez
Roberto María Ortiz	Roberto Ortiz
Francisco León de la Barra	Francisco León de la Barra
Félix Gaillard	Félix Gaillard
Gordon Parks	Gordon Parks
Gerardo Machado	Gerardo Machado
Ali Fethi Okyar	Ali Fethi Okyar
Donald Crisp	Donald Crisp
Jorge Pacheco Areco	Jorge Pacheco Areco
Francesco Saverio Nitti	Francesco Saverio Nitti
Charles B. Rangel	Charles B. Rangel
Àmì ọ̀pá àṣẹ ilẹ̀ Bẹ̀rmúdà	Bermudas statsvapen
Bobcat Goldthwait	Bobcat Goldthwait
STS-64	STS-64
STS-84	STS-84
Mario Chalmers	Mario Chalmers
Joseph Nemours Pierre-Louis	Joseph Pierre-Louis
Joseph Lyons	Joseph Lyons
Ẹgbẹ́ Kọ́múnístì ilẹ̀ Kúbà	Kubas kommunistiska parti
Francisco S. Carvajal	Francisco Carvajal
Sükhbaataryn Batbold	Süchbaataryn Batbold
Theora	Ogg Theora
Wodefit Gesgeshi, Widd Innat Ityopp'ya	Whedefit Gesgeshi Woude Henate Ethiopia
Qakare Ibi	Kakara Ibi
Psamtik 2k	Psammetikus II
Paulo Kassoma	Paulo Kassoma
José Joaquín de Herrera	José Joaquín de Herrera
Murtala Muhammad	Murtala Mohammed
Emperor Fushimi	Fushimi
Vera Zvonareva	Vera Zvonarjova
Jeddah	Jeddah
Ponun Saint Helena	Sankthelenskt pund
Pavlos Kountouriotis	Pavlos Kountouriotis
STS-58	STS-58
Daniel Amokachi	Daniel Amokachi
Àsìá ilẹ̀ Orílẹ̀-èdè Olómìnira Áràbù Sàhráwì	Västsaharas flagga
Richard Kiel	Richard Kiel
Ìpínlẹ̀ Gòmbè	Gombe (delstat)
Chittagong	Chittagong
STS-8	STS-8
Jean-Baptiste Bagaza	Jean-Baptiste Bagaza
H. D. Deve Gowda	H.D. Deve Gowda
Charles Watson-Wentworth, 2nd Marquess of Rockingham	Charles Watson-Wentworth, 2:e markis av Rockingham
Finidi George	Finidi George
Jóṣúà Madaki	Joshua Madaki
Sámúẹ́lì Peter	Samuel Peter
Jemisi Ibori	James Ibori
Agustín Gamarra	Agustín Gamarra
Gonzalo Sánchez de Lozada	Gonzálo Sánchez de Lozada
Louis-Eugène Cavaignac	Eugène Cavaignac (1802–1857)
Derek Sikua	Derek Sikua
Práxedes Mateo Sagasta	Práxedes Mateo Sagasta
Juan Prim, 1st Marquis of los Castillejos	Juan Prim
Olaudah Equiano	Olaudah Equiano
Johnson Aguiyi-Ironsi	Johnson Aguiyi-Ironsi
Nicolás Bravo	Nicolás Bravo
Johann Schneider-Ammann	Johann Schneider-Ammann
Lucky Dube	Lucky Dube
Labrador	Labrador (region)
Àmì ọ̀pá àṣẹ ilẹ̀ Tóngà	Tongas statsvapen
Khendjer	Khendjer
Jia Qinglin	Jia Qinglin
Shehu Shagari	Shehu Shagari
Odumegwu Ojukwu	Chukwuemeka Odumegwu Ojukwu
Chuck Schumer	Charles Schumer
Pierre Buyoya	Pierre Buyoya
Manuel González Flores	Manuel del Refugio González Flores
Emilio Portes Gil	Emilio Portes Gil
Orrin Hatch	Orrin Hatch
Bob Barker	Bob Barker
Arthur Chung	Arthur Chung
Dáníẹ́l O. Fágúnwà	Daniel Olorunfemi Fagunwa
Raoul Cédras	Raoul Cédras
Roque Sáenz Peña	Roque Sáenz Peña
Edwin Linkomies	Edwin Linkomies
STS-102	STS-102
Ìpínlẹ̀ Kogí	Kogi
Flavor Flav	Flavor Flav
Agbègbè Tanga	Tanga (region)
Ìhìnrere Máttéù	Matteusevangeliet
Agbègbè Ashanti	Ashantiregionen
Àmọ́dù Béllò	Ahmadu Bello
Yunifásítì Àmọ́dù Béllò	Ahmadu Bello University
Ahmed Abdallah	Ahmed Abdallah
Ahmed Osman (olóṣèlú)	Ahmed Osman
Ahti Karjalainen	Ahti Karjalainen
Aiaaira	Aiaaira
Àwọn Agbègbè ilẹ̀ Palẹstínì	Palestinska områden
Episteli sí àwọn ará Éfésú	Efesierbrevet
Àkúrẹ́	Akure
Akwasi Afrifa	Akwasi Afrifa
Ìpínlẹ̀ Akwa Íbọm	Akwa Ibom
2401 Aehlita	2401 Aehlita
Ìpínlẹ̀ Bẹ́núé	Benue
STS-105	STS-105
René Viviani	René Viviani
Luigi Facta	Luigi Facta
Mohamed Ghannouchi	Mohamed Ghannouchi
Emmanuel Amuneke	Emmanuel Amuneke
Mariano Arista	Mariano Arista
Tanganyika	Tanganyika
Sinnamon Love	Sinnamon Love
Nyomi Banxxx	Nyomi Banxxx
Baldomero Espartero, Prince of Vergara	Baldomero Espartero
Gabriel García Moreno	Gabriel García Moreno
Sunday Oliseh	Sunday Oliseh
Dick Durbin	Richard Durbin
Albert, 4th duc de Broglie	Albert de Broglie
Àsìá ilẹ̀ Sérbíà Orílẹ̀-èdè Olómìnira	Republika Srpskas flagga
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Wúndíá ti Brítánì	Brittiska Jungfruöarnas statsvapen
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Falkland	Falklandsöarnas vapen
Falilat Ogunkoya	Falilat Ogunkoya
Miguel Juárez Celman	Miguel Juárez Celman
Thanom Kittikachorn	Thanom Kittikachorn
Lauri Ingman	Lauri Ingman
Mariano Paredes	Mariano Paredes
Walter Sisulu	Walter Sisulu
Moulaye Ould Mohamed Laghdaf	Moulaye Ould Mohamed Laghdaf
André Marie	André Marie
Arayik Harutyunyan	Arajik Harutiunjan
Vicente López y Planes	Vicente López y Planes
Louis Jules Trochu	Louis Jules Trochu
Nicolás Avellaneda	Nicolás Avellaneda
Maurice Yaméogo	Maurice Yaméogo
Cesar Romero	Cesar Romero
Guillermo Endara	Guillermo Endara
James Rothman	James Rothman
Modibo Sidibé	Modibo Sidibé
Michael Russell (tennis)	Michael Russell
Delwa Kassiré Koumakoye	Delwa Kassiré Koumakoye
Teddy Pendergrass	Teddy Pendergrass
Urbano Rattazzi	Urbano Rattazzi
Ignacio Comonfort	Ignacio Comonfort
Rafael Paasio	Rafael Paasio
Jean Pierre Boyer	Jean-Pierre Boyer
Taribo West	Taribo West
Miguel Miramón	Miguel Miramón
Joseph Caillaux	Joseph Caillaux
Pópù Fransisi 1k	Franciskus (påve)
Stuart Hall	Stuart Hall
Miguel Ricardo de Álava y Esquivel	Miguel de Álava
Nur Hassan Hussein	Nur Hassan Hussein
Edward Lowassa	Edward Lowassa
Amadou & Mariam	Amadou & Mariam
Fatima Yusuf	Fatima Yusuf
Jackie Gleason	Jackie Gleason
Leopoldo O'Donnell, 1st Duke of Tetuan	Leopoldo O'Donnell
Ramón Grau	Ramón Grau
Henri Queuille	Henri Queuille
Pascual Ortiz Rubio	Pascual Ortiz Rubio
Gustavo Rojas Pinilla	Gustavo Rojas Pinilla
Luis Sáenz Peña	Luis Sáenz Peña
Toivo Mikael Kivimäki	Toivo Mikael Kivimäki
Charles Konan Banny	Charles Konan Banny
ISO 3166-2:JP	ISO 3166-2:JP
Melchior Ndadaye	Melchior Ndadaye
Harold Russell	Harold Russell
Ashanti	Ashanti
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Káímàn	Caymanöarnas statsvapen
Agbègbè Mbeya	Mbeya (region)
Agbègbè Morogoro	Morogoro (region)
Agbègbè Mara	Mara (region)
Agbègbè Pwani	Pwani
Soomaaliyeey toosoo	Somalias nationalsång
Marcos Pérez Jiménez	Marcos Pérez Jiménez
Àmì ọ̀pá àṣẹ ilẹ̀ Erékùṣù ilẹ̀ Man	Isle of Mans statsvapen
Armand-Emmanuel de Vignerot du Plessis, Duc de Richelieu	Armand Emmanuel du Plessis de Richelieu
Frédéric François-Marsal	Frédéric François-Marsal
Koisaanu	Khoisan
Fernand Bouisson	Fernand Bouisson
Àmì ọ̀pá àṣẹ ilẹ̀ Sàmóà	Samoas statsvapen
Àmì ọ̀pá àṣẹ ilẹ̀ Fanuatu	Vanuatus statsvapen
Rotuma	Rotuma
Jules Méline	Jules Méline
Albert Sarraut	Albert Sarraut
STS-132	STS-132
Juan Álvarez	Juan Álvarez
Àtòjọ àwọn obìnrin ẹnìkan ayọrí Open Fránsì	Lista över damsingelsegrare i Franska öppna
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùsù Sólómọ́nì	Salomonöarnas statsvapen
Stephanie Tubbs Jones	Stephanie Tubbs Jones
Diane Watson	Diane Watson
Corrine Brown	Corrine Brown
Eddie Bernice Johnson	Eddie Bernice Johnson
Laura Richardson	Laura Richardson
Katie Hall	Katie Hall
Carolyn Cheeks Kilpatrick	Carolyn Cheeks Kilpatrick
Ertha Pascal-Trouillot	Ertha Pascal-Trouillot
Barbara Jordan	Barbara Jordan (politiker)
Donna Edwards	Donna Edwards
Ruth Perry	Ruth Perry
Buchi Emecheta	Buchi Emecheta
Yvette Clarke	Yvette Clarke
Sefi Atta	Sefi Atta
Gwen Moore	Gwen Moore
Asha-Rose Migiro	Asha-Rose Migiro
Denise Majette	Denise Majette
Maxine Waters	Maxine Waters
Sheila Jackson Lee	Sheila Jackson-Lee
Marcia Fudge	Marcia Fudge
Julia Carson	Julia Carson
Àmì ọ̀pá àṣẹ ilẹ̀ Trínídád àti Tòbágò	Trinidad och Tobagos statsvapen
Juanita Millender-McDonald	Juanita Millender-McDonald
Pearl Bailey	Pearl Bailey
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Turks àti Caicos	Turks- och Caicosöarnas statsvapen
Àtòjọ àwọn okùnrin ẹnìkan ayọrí Open Amẹ́ríkà	Lista över herrsingelsegrare i US Open i tennis
Àtòjọ àwọn obìnrin ẹnìkan ayọrí Open Amẹ́ríkà	Lista över damsingelsegrare i US Open i tennis
Àsìá ilẹ̀ Vojvodina	Vojvodinas flagga
Stand and Sing of Zambia, Proud and Free	Stand and Sing of Zambia, Proud and Free
Genevieve Nnaji	Genevieve Nnaji
Ìpínlẹ̀ Tàràbà	Taraba
Lesotho Fatse La Bontata Rona	Lesothos nationalsång
The Cosby Show	Cosby
Chuan Leekpai	Chuan Leekpai
Ìpínlẹ̀ Kwárà	Kwara
Ẹnúgu	Enugu
Carlos María de Alvear	Carlos María de Alvear
Àwọn Ìpínlẹ̀ Nàìjíríà	Nigerias delstater
Charles Carroll ilẹ̀ Carrollton	Charles Carroll
Lidia Gueiler Tejada	Lidia Gueiler Tejada
Róisín Murphy	Róisín Murphy
Transkei	Transkei
Luis García Meza Tejada	Luis García Meza Tejada
La Renaissance	La Renaissance
Jorge Quiroga	Jorge Fernando Quiroga Ramírez
179 Klytaemnestra	179 Klytaemnestra
Cipriano Castro	Cipriano Castro
Muhammad Ali Bogra	Muhammad Ali Bogra
Leslie Manigat	Leslie Manigat
Henri Namphy	Henri Namphy
Paulias Matane	Paulias Matane
Paolo Boselli	Paolo Boselli
Juho Vennola	J.H. Vennola
Mauno Pekkala	Mauno Pekkala
Pothinus	Potheinos
Josiah Royce	Josiah Royce
René Moawad	René Moawad
Martti Miettunen	Martti Miettunen
Alfonso Ferrero La Marmora	Alfonso La Marmora
Johannes Virolainen	Johannes Virolainen
Kaarlo Castrén	Kaarlo Castrén
Maurice Rouvier	Maurice Rouvier
Pierre-Étienne Flandin	Pierre Étienne Flandin
Ernest Courtot de Cissey	Ernest Courtot de Cissey
George Read	George Read (amerikansk politiker)
Karl-August Fagerholm	Karl-August Fagerholm
Dean Jagger	Dean Jagger
Charles Floquet	Charles Floquet
Hernán Siles Zuazo	Hernán Siles Zuazo
Theodoros Deligiannis	Theodoros Deligiannis
Noble patria, tu hermosa bandera	Noble patria, tu hermosa bandera
Ignatius Kutu Acheampong	Ignatius Acheampong
Ìtàn ilẹ̀ Mòrókò	Marockos historia
Paramore	Paramore
STS-61-B	STS-61-B
Òkòwò àgbáyé	Världsekonomi
FreeDOS	FreeDOS
Ìtàn ilẹ̀ Àlgéríà	Algeriets historia
Amos Sawyer	Amos Sawyer
Àmì ọ̀pá àṣẹ ilẹ̀ Gibraltar	Gibraltars vapen
Bozhe, Tsarya khrani!	Tsarhymnen
Pápá Ọkọ̀ Òfurufú Tân Sơn Nhất	Tan Son Nhat internationella flygplats
STS-134	STS-134
STS-66	STS-66
Àwọn ọmọ Azerbaijan	Azerer
Olùkọ̀wé	Författare
Polandi Ko Ti Pofo	Mazurek Dąbrowskiego
Àwọn Ùsbẹ̀k	Uzbeker
Michael Clarke Duncan	Michael Clarke Duncan
Boris Tadić	Boris Tadić
Oníṣọ̀nà	Konstnär
Kde domov můj?	Kde domov můj
Sunni	Sunni
Àsìá ilẹ̀ Singapore	Singapores flagga
Spẹ́ktróskópì	Spektroskopi
Ali Abdullah Saleh	Ali Abdullah Saleh
Manat Azerbaijani	Azerbajdzjansk manat
Àsìá ilẹ̀ Ùsbẹ̀kìstán	Uzbekistans flagga
Azərbaycan marşı	Republiken Azerbajdzjans nationalsång
Muhammad Iqbal	Mohammad Iqbal
Orin-ìyìn Orílẹ̀-èdè Tsílè	Himno nacional de Chile
Àsìá ilẹ̀ Mòsámbìki	Moçambiques flagga
Kurmanbek Bakiyev	Kurmanbek Bakijev
Àmì ọ̀pá àṣẹ ilẹ̀ Afghanístàn	Afghanistans statsvapen
Sergei Bagapsh	Sergej Bagapsj
Puntlàndì	Puntland
Roza Otunbayeva	Roza Otunbajeva
Àwọn Ìpínlẹ̀ ilẹ̀ Brasil	Brasiliens delstater
Itamar Franco	Itamar Franco
Manat Turkmẹ́nìstán	Turkmenistansk manat
Àmì ọ̀pá àṣẹ ilẹ̀ Ùsbẹ̀kìstán	Uzbekistans statsvapen
Anastasia Pavlyuchenkova	Anastasija Pavljutjenkova
United Nations Development Fund for Women	FN:s utvecklingsfond för kvinnor
United Nations Human Settlements Programme	FN:s program för boende- och bebyggelsefrågor
Som Ùsbẹ̀kìstán	Uzbekistansk som
James Avery	James Avery
Duval County, Florida	Duval County, Florida
Agbègbè Pemba Gúúsù	Södra Pemba
Agbègbè Pemba Àríwá	Norra Pemba
Àmì ọ̀pá àṣẹ ilẹ̀ Apáàríwá Kíprù	Nordcyperns statsvapen
Agbègbè Mtwara	Mtwara (region)
Cleopa David Msuya	Cleopa David Msuya
Ògbómọ̀ṣọ́	Ogbomosho
Carlos Veiga	Carlos Veiga
Gualberto do Rosário	Gualberto do Rosário
Djìbútì (orin-ìyìn)	Djibouti (sång)
Etí Òkun Wúrà	Guldkusten (brittisk koloni)
Chris Pratt	Chris Pratt
Ìpínlẹ̀ Ọ̀yọ́	Oyo (delstat)
Ìpínlẹ̀ Dẹ́ltà	Delta (delstat)
Ìpínlẹ̀ Rivers	Rivers
Ìpínlẹ̀ Plateau	Plateau (delstat)
Ìpínlẹ̀ Niger	Niger (delstat)
Ìpínlẹ̀ Bauchi	Bauchi (delstat)
Ìpínlẹ̀ Sókótó	Sokoto (delstat)
Ìjímèrè	Husarapa
Àmì ọ̀pá àṣẹ ilẹ̀ Grẹ̀nádà	Grenadas statsvapen
Ààrẹ ilẹ̀ Kóstá Rikà	Lista över Costa Ricas presidenter
In Plenty and In Time of Need	In plenty and in time of need
Mark Edmondson	Mark Edmondson
Ìpínlẹ̀ Ẹ̀bọ́nyì	Ebonyi
Ààrẹ ilẹ̀ Làìbéríà	Lista över Liberias presidenter
Dọ́là àwọn Erékùṣù Cook	Cook Islands dollar
Teófilo Stevenson	Teófilo Stevenson
Frank Lautenberg	Frank Lautenberg
Agbègbè Olúìlú Ìjọba Àpapọ̀ Abùjá	Federal Capital Territory
Cargados Carajos	Cargados Carajos
Ọdún Iléyá	Eid Al-Adha
Ossie Davis	Ossie Davis
Siaka Stevens	Siaka Stevens
Paul Biyoghé Mba	Paul Biyoghé Mba
Theodoros Pangalos (ọ̀gágun)	Theodoros Pangalos (1878–1952)
Naresuan	Naresuan
Francisco Serrano, 1st Duke of la Torre	Francisco Serrano y Domínguez
Ralph Metcalfe	Ralph Metcalfe
André Carson	André Carson
Merikare	Merikare
STS-3	STS-3
Juan N. Méndez	Juan Nepomuceno Méndez
Bettino Ricasoli	Bettino Ricasoli
Juwan Howard	Juwan Howard
Conrad Vernon	Conrad Vernon
Gulden Ántíllès àwọn Nẹ́dálándì	Antillergulden
Àsìá ilẹ̀ Kalmykia	Kalmuckiens flagga
Open Austrálíà 2009 − Àwọn Obìnrin Ẹnìkan	Damsingel vid Australiska öppna 2009
STS-51-J	STS-51-J
ISO 22000	ISO 22000
Ìtàn ilẹ̀ Ghánà	Ghanas historia
Gaëtan de Rochebouët	Gaëtan de Rochebouët
3395 Jitka	3395 Jitka
Ijọ	Ijaw
Mariano Ignacio Prado	Mariano Ignacio Prado
Chaovarat Chanweerakul	Chavarat Charnvirakul
Anne Haney	Anne Haney
Philip Levine	Philip Levine (poet)
Efrem Zimbalist, Jr.	Efrem Zimbalist, Jr.
Ìpínlẹ̀ Bàyélsà	Bayelsa
Àtòjọ àwọn obìnrin ẹnìkan ayọrí Ìdíje Wimbledon	Lista över Wimbledonmästare i damsingel
Kendrick Meek	Kendrick Meek
STS-65	STS-65
Luigi Pelloux	Luigi Pelloux
Ìpínlẹ̀ Èkìtì	Ekiti
STS-123	STS-123
PCX	PCX
Tommaso Tittoni	Tommaso Tittoni
STS-39	STS-39
Àwọn Gríìkì	Greker
5007 Keay	5007 Keay
Àkójọ àwọn nọ́mbà	Lista över tal
Artur Davis	Artur Davis
STS-28	STS-28
Ray Charles	Ray Charles
Kathy Bates	Kathy Bates
3005 Pervictoralex	3005 Pervictoralex
Ẹdun Oríòkun	Colobus vellerosus
Pópù Anicetus	Anicetus
Fabre Geffrard	Fabre Geffrard
Juho Sunila	J.E. Sunila
Nahnu Jund Allah Jund Al-watan	Nahnu Jund Allah Jund Al-watan
Jules Simon	Jules Simon
Arsenio Martínez-Campos y Antón	Arsenio Martínez Campos
Mutiu Adepoju	Mutiu Adepoju
Bobby Seale	Bobby Seale
Federico Luigi, Conte Menabrea	Luigi Federico Menabrea
Louis Buffet	Louis Buffet
William Henry Waddington	William Henry Waddington
Nikolaos Kalogeropoulos	Nikolaos Kalogeropoulos
1152 Pawona	1152 Pawona
Charles Duclerc	Charles Duclerc
Giuseppe Zanardelli	Giuseppe Zanardelli
Estanislau Figueras	Estanislao Figueras
Onyekachi Apam	Onyekachi Apam
Jaime Paz Zamora	Jaime Paz Zamora
Basappa Danappa Jatti	B.D. Jatti
Lee Daniels	Lee Daniels
Muhammad Hidayatullah	M. Hitdayatullah
Carrot Top	Carrot Top
René Goblet	René Goblet
D. M. Jayaratne	D. M. Jayaratne
Faustin 1k ilẹ̀ Hàítì	Faustin Soulouque
Venancio Flores	Venancio Flores
Cedric Richmond	Cedric Richmond
Tim Scott (olóṣèlú)	Tim Scott (politiker)
Michael Ogio	Michael Ogio
Moses Blah	Moses Blah
Manuel de la Peña y Peña	Manuel de la Peña y Peña
Yoshio Nishina	Yoshio Nishina
Ernest Monis	Ernest Monis
Antonio Maura	Antonio Maura
Manuel García-Prieto, 1st Marquis of Alhucemas	Manuel García Prieto
Segismundo Moret	Segismundo Moret
STS-27	STS-27
STS-72	STS-72
Anselmo Alliegro y Milá	Anselmo Alliegro
Kwasi Wiredu	Kwasi Wiredu
Ìtàn ilẹ̀ Rùwándà	Rwandas historia
Brooklyn Nets	Brooklyn Nets
Kánúrí	Kanuri
Kwame Anthony Appiah	Kwame Anthony Appiah
Anthony W. Gardiner	Anthony Gardiner
Stream Control Transmission Protocol	Stream Control Transmission Protocol
Europe (orin-ìyìn)	Europa (nationalsång)
Agbègbè Baltiki	Östersjöregionen
Nkulunkulu Mnikati wetibusiso temaSwati	Nkulunkulu Mnikati wetibusiso temaSwati
Òkòwò ilẹ̀ Áfríkà	Afrikas ekonomi
ISO 31	ISO 31
2589 Daniel	2589 Daniel
STS-41-B	STS-41-B
Owerri	Owerri
Ìṣe Òfin àwọn Ẹ̀tọ́ Aráàlú 1964	Civil Rights Act (1964)
STS-45	STS-45
Ilorin	Ilorin
Hammadid	Hammadider
Joint United Nations Programme on HIV/AIDS	UNAIDS
Gòmbè	Gombe
ISO 3166-2:SE	ISO 3166-2:SE
STS-53	STS-53
Clovis 3k	Klodvig III
Ernest Hollings	Ernest Hollings
Martín Carrera	Martín Carrera
Marco Minghetti	Marco Minghetti
ISO/IEC 8859-15	ISO/IEC 8859-15
9885 Linux	9885 Linux
Nwankwo Kanu	Nwankwo Kanu
Edolphus Towns	Edolphus Towns
Gusau	Gusau
STS-41-G	STS-41-G
Àsìá ilẹ̀ Tuva	Tuvas flagga
Odilon Barrot	Odilon Barrot
Dirac (codec)	Dirac (codec)
Bonny	Bonny
Antonio Starabba, Marchese di Rudinì	Antonio di Rudinì
Charles Rivière-Hérard	Charles Rivière-Hérard
Antonio Thrasybule Kebreau	Antonio Thrasybule Kebreau
Jay-Jay Okocha	Jay-Jay Okocha
STS-51-C	STS-51-C
Búkan	Bukan
Nọ́mbà aláìníìpín	Irrationella tal
Àkójọ àwọn Ààrẹ ilẹ̀ Dómíníkì Olómìnira	Lista över Dominikanska republikens presidenter
STS-37	STS-37
Abergavenny	Abergavenny
Roland Burris	Roland Burris
Jesse Jackson, Jr.	Jesse Jackson, Jr.
Àwọn Erékùṣù Matsu	Matsuöarna
STS-62	STS-62
Antti Hackzell	Antti Hackzell
Antti Tulenheimo	Antti Tulenheimo
STS-73	STS-73
Serzh Sargsyan	Serzj Sargsian
STS-35	STS-35
Ramesuan	Ramesuan
Jean-Baptiste Riché	Jean-Baptiste Riché
Denis Golovanov	Denis Golovanov
Olómìnira ilẹ̀ Kóngò (Léopoldville)	Kongo-Léopoldville
Apple Lossless	Apple Lossless
Dolby Digital	Dolby Digital
Ìfrìkíyà	Ifriqiya
United Nations Population Fund	FN:s befolkningsfond
Salve, Oh Patria	Salve, Oh Patria
Arauca, Arauca	Arauca (stad)
Orin-ìyìn Orílẹ̀-èdè Sìmbábúè	Kalibusiswe Ilizwe leZimbabwe
STS-129	STS-129
STS-92	STS-92
Epameinontas Deligeorgis	Epaminondas Deligiorgis
STS-83	STS-83
Yunifásítì ìlú Pula	Juraj Dobrila-universitetet i Pula
STS-71	STS-71
Elena Vesnina	Jelena Vesnina
Resource reservation protocol	Resursreservationsprotokoll
Ààrẹ ilẹ̀ Ẹ́gíptì	Lista över Egyptens statsöverhuvuden
Àmì ọ̀pá àṣẹ ilẹ̀ Palẹstínì	Palestinska myndighetens vapen
Tabora	Tabora
Agbègbè Zanzibar Àrin/Gúúsù	Södra Zanzibar
STS-130	STS-130
Àmì ọ̀pá àṣẹ ilẹ̀ Ilẹ̀gẹ̀ẹ́sì	Englands vapen
Woking	Woking
Mtwara (ìlú)	Mtwara
Carter Braxton	Carter Braxton
STS-34	STS-34
Yenagoa	Yenagoa
STS-131	STS-131
Prosper Avril	Prosper Avril
Bukoba	Bukoba
STS-128	STS-128
Melchor Múzquiz	Melchor Múzquiz
Félix María Zuloaga	Félix María Zuloaga
Cartagena, Colombia	Cartagena, Colombia
Ìpínlẹ̀ Kàtsínà	Katsina (delstat)
6778 Tosamakoto	6778 Tosamakoto
STS-61-C	STS-61-C
Sylvestre Ntiybantunganya	Sylvestre Ntibantunganya
Jacques Laffitte	Jacques Laffitte
Valentín Canalizo	Valentín Canalizo
3834 Zappafrank	3834 Zappafrank
Henri Brisson	Henri Brisson
STS-108	STS-108
STS-55	STS-55
STS-42	STS-42
Giovanni Lanza	Giovanni Lanza
Oskari Mantere	Oskari Mantere
Mátsù Píktsù	Machu Picchu
Àsìá ilẹ̀ Karelia	Karelska republikens flagga
Manuel Pardo	Manuel Pardo
Nsukka	Nsukka
Gabriel Lisette	Gabriel Lisette
Ìpínlẹ̀ Kánò	Kano (delstat)
Real Time Streaming Protocol	Real Time Streaming Protocol
Pátria Amada	Patria Amada
Gemini 3	Gemini 3
STS-4	STS-4
Ìpínlẹ̀ Jígàwà	Jigawa
Ìpínlẹ̀ Ẹdó	Edo (delstat)
Ìpínlẹ̀ Ọ̀ṣun	Osun
Das Schloß (Ìwé)	Slottet (roman)
Ìpínlẹ̀ Yòbè	Yobe
Daniel Edward Howard	Daniel Howard
Francisco Javier Echeverría	Francisco Javier Echeverría
Isle of Beauty, Isle of Splendour	Isle of Beauty, Isle of Splendour
ISO 19770	ISO/IEC 19770
Àsìá ilẹ̀ Bashkortostan	Basjkiriens flagga
Parakou	Parakou
Udzima wa ya Masiwa	Udzima wa ya Masiwa
Orin-ìyìn Orílẹ̀-èdè Bòlífíà	Bolivianos, El Hado Propicio
Ìdíje Wimbledon 2011 − Àwọn Obìnrin Ẹnìkan	Damsingel vid Wimbledonmästerskapen 2011
Àmì ohùn	Brytning (språk)
Ray Walston	Ray Walston
Àkójọ àwọn Ààrẹ ilẹ̀ Tànsáníà	Lista över Tanzanias presidenter
Teuvo Aura	Teuvo Aura
Orin-ìyìn Orílẹ̀-èdè Erékùṣù ilẹ̀ Man	Arrane Ashoonagh Vannin
STS-51-A	STS-51-A
Paul Magloire	Paul Magloire
Ioannis Rallis	Ioannis Rallis
Charles Cousin-Montauban, Comte de Palikao	Charles Cousin-Montauban
Georgios Theotokis	Georgios Theotokis
Reino Kuuskoski	Reino Kuuskoski
Alexandros Koumoundouros	Alexandros Koumoundouros
Wilson Oruma	Wilson Oruma
Pierre Tirard	Pierre Tirard
Vieno Johannes Sukselainen	V.J. Sukselainen
Dimitrios Voulgaris	Dimitrios Voulgaris
Arthur Barclay	Arthur Barclay
George Clymer	George Clymer
Luigi Luzzatti	Luigi Luzzatti
Josiah Bartlett	Josiah Bartlett
De facto	De facto
Wilford Brimley	Wilford Brimley
Àkójọ àwọn orílẹ̀-èdè bí àwọn ènìyàn wọn se pọ̀sí	Lista över länder efter folkmängd
0.999...	0,999…
Ìwọ̀orùn Jẹ́mánì	Västtyskland
Matsukata Masayoshi	Matsukata Masayoshi
Àsìá ilẹ̀ Mari El	Marij Els flagga
Mitsumasa Yonai	Mitsumasa Yonai
Òkun Àgbáyé	Världshavet
STS-77	STS-77
STS-88	STS-88
STS-89	STS-89
Théodore Steeg	Théodore Steeg
Joseph Yodoyman	Joseph Yodoyman
Nassour Guelendouksia Ouaido	Nassour Ouaido
Medgar Evers	Medgar Evers
Kabiné Komara	Kabiné Komara
Uthong	Ramathibodi I
Narai	Narai
Emilio Castelar y Ripoll	Emilio Castelar
Stephen Allen Benson	Stephen Benson
Sékouba Konaté	Sékouba Konaté
Forbes Burnham	Forbes Burnham
T. M. Aluko	T. M. Aluko
Diepreye Alamieyeseigha	Diepreye Alamieyeseigha
Ferdinand Sarrien	Ferdinand Sarrien
