আফ্রিকা	Afrika
বিষয়শ্রেণী:৮৭০-এ জন্ম	Kategori:Födda 870
বিষয়শ্রেণী:৮৭২-এ জন্ম	Kategori:Födda 872
বিষয়শ্রেণী:পেশা এবং জাতীয়তা অনুযায়ী মানুষ	Kategori:Personer efter yrke och nationalitet
বিষয়শ্রেণী:৫৭৮-এ মৃত্যু	Kategori:Avlidna 578
বিষয়শ্রেণী:৫৮০	Kategori:580
বিষয়শ্রেণী:চাকরি	Kategori:Anställning
বিষয়শ্রেণী:৫৮০-এ মৃত্যু	Kategori:Avlidna 580
বিষয়শ্রেণী:৫৮২	Kategori:582
বিষয়শ্রেণী:শ্রম	Kategori:Arbetsliv
বিষয়শ্রেণী:৫৮২-এ মৃত্যু	Kategori:Avlidna 582
বিষয়শ্রেণী:১০২০-এ জন্ম	Kategori:Födda 1020
বিষয়শ্রেণী:১০২৭-এ জন্ম	Kategori:Födda 1027
বিষয়শ্রেণী:১০৩১-এ জন্ম	Kategori:Födda 1031
বিষয়শ্রেণী:১০৪১-এ জন্ম	Kategori:Födda 1041
বিষয়শ্রেণী:১০৪২-এ জন্ম	Kategori:Födda 1042
বিষয়শ্রেণী:১০৪৫-এ জন্ম	Kategori:Födda 1045
বিষয়শ্রেণী:১০৪৮-এ জন্ম	Kategori:Födda 1048
বিষয়শ্রেণী:১০৫৩-এ জন্ম	Kategori:Födda 1053
বিষয়শ্রেণী:৫৮৪	Kategori:584
বিষয়শ্রেণী:১০৫৪-এ জন্ম	Kategori:Födda 1054
বিষয়শ্রেণী:১০৬০-এ জন্ম	Kategori:Födda 1060
বিষয়শ্রেণী:সমাজবিজ্ঞান	Kategori:Sociologi
বিষয়শ্রেণী:১০৬৭-এ জন্ম	Kategori:Födda 1067
বিষয়শ্রেণী:১০৭৫-এ জন্ম	Kategori:Födda 1075
বিষয়শ্রেণী:১০৭৮-এ জন্ম	Kategori:Födda 1078
বিষয়শ্রেণী:৫৮৫	Kategori:585
বিষয়শ্রেণী:১০৮১-এ জন্ম	Kategori:Födda 1081
বিষয়শ্রেণী:১০৯১-এ জন্ম	Kategori:Födda 1091
বিষয়শ্রেণী:১১০৩-এ জন্ম	Kategori:Födda 1103
বিষয়শ্রেণী:৫৮৫-এ মৃত্যু	Kategori:Avlidna 585
বিষয়শ্রেণী:১১০৬-এ জন্ম	Kategori:Födda 1106
বিষয়শ্রেণী:১১০৯-এ জন্ম	Kategori:Födda 1109
বিষয়শ্রেণী:১১১২-এ জন্ম	Kategori:Födda 1112
বিষয়শ্রেণী:১১১৬-এ জন্ম	Kategori:Födda 1116
বিষয়শ্রেণী:১১২৫-এ জন্ম	Kategori:Födda 1125
বিষয়শ্রেণী:১১২৭-এ জন্ম	Kategori:Födda 1127
বিষয়শ্রেণী:পাঠ্য বিষয়	Kategori:Akademiska ämnen
বিষয়শ্রেণী:১১২৮-এ জন্ম	Kategori:Födda 1128
বিষয়শ্রেণী:৫৮৭	Kategori:587
বিষয়শ্রেণী:১১৩৮-এ জন্ম	Kategori:Födda 1138
বিষয়শ্রেণী:১১৩৯-এ জন্ম	Kategori:Födda 1139
বিষয়শ্রেণী:১১৪৪-এ জন্ম	Kategori:Födda 1144
বিষয়শ্রেণী:উচ্চ শিক্ষা ও গবেষনা (অ্যাকাডেমিয়া)	Kategori:Academica
বিষয়শ্রেণী:১১৫৭-এ জন্ম	Kategori:Födda 1157
বিষয়শ্রেণী:১১৬২-এ জন্ম	Kategori:Födda 1162
বিষয়শ্রেণী:১১৬৬-এ জন্ম	Kategori:Födda 1166
বিষয়শ্রেণী:১১৭৩-এ জন্ম	Kategori:Födda 1173
বিষয়শ্রেণী:১১৭৬-এ জন্ম	Kategori:Födda 1176
বিষয়শ্রেণী:১১৮৬-এ জন্ম	Kategori:Födda 1186
বিষয়শ্রেণী:১১৮৮-এ জন্ম	Kategori:Födda 1188
বিষয়শ্রেণী:৫৮৯	Kategori:589
বিষয়শ্রেণী:১১৯৫-এ জন্ম	Kategori:Födda 1195
বিষয়শ্রেণী:১১৯৮-এ জন্ম	Kategori:Födda 1198
বিষয়শ্রেণী:১২০০-এ জন্ম	Kategori:Födda 1200
বিষয়শ্রেণী:৫৮৯-এ মৃত্যু	Kategori:Avlidna 589
বিষয়শ্রেণী:১২০৬-এ জন্ম	Kategori:Födda 1206
বিষয়শ্রেণী:১২১২-এ জন্ম	Kategori:Födda 1212
বিষয়শ্রেণী:১২১৫-এ জন্ম	Kategori:Födda 1215
বিষয়শ্রেণী:১২১৮-এ জন্ম	Kategori:Födda 1218
বিষয়শ্রেণী:১২২২-এ জন্ম	Kategori:Födda 1222
বিষয়শ্রেণী:১২২৬-এ জন্ম	Kategori:Födda 1226
বিষয়শ্রেণী:১২২৭-এ জন্ম	Kategori:Födda 1227
বিষয়শ্রেণী:১২২৯-এ জন্ম	Kategori:Födda 1229
বিষয়শ্রেণী:৫৯১	Kategori:591
বিষয়শ্রেণী:১২৩২-এ জন্ম	Kategori:Födda 1232
বিষয়শ্রেণী:১২৩৩-এ জন্ম	Kategori:Födda 1233
বিষয়শ্রেণী:১২৪৪-এ জন্ম	Kategori:Födda 1244
বিষয়শ্রেণী:১২৪৫-এ জন্ম	Kategori:Födda 1245
বিষয়শ্রেণী:১২৫১-এ জন্ম	Kategori:Födda 1251
বিষয়শ্রেণী:১২৫৮-এ জন্ম	Kategori:Födda 1258
বিষয়শ্রেণী:৫৯২	Kategori:592
বিষয়শ্রেণী:১২৬২-এ জন্ম	Kategori:Födda 1262
বিষয়শ্রেণী:১২৬৭-এ জন্ম	Kategori:Födda 1267
বিষয়শ্রেণী:১২৭০-এ জন্ম	Kategori:Födda 1270
বিষয়শ্রেণী:১২৭১-এ জন্ম	Kategori:Födda 1271
বিষয়শ্রেণী:১২৭৩-এ জন্ম	Kategori:Födda 1273
বিষয়শ্রেণী:১২৮০-এ জন্ম	Kategori:Födda 1280
বিষয়শ্রেণী:দর্শনের শাখা	Kategori:Delområden inom filosofin
বিষয়শ্রেণী:১২৮৫-এ জন্ম	Kategori:Födda 1285
বিষয়শ্রেণী:১২৮৭-এ জন্ম	Kategori:Födda 1287
বিষয়শ্রেণী:১২৯০-এ জন্ম	Kategori:Födda 1290
বিষয়শ্রেণী:১২৯২-এ জন্ম	Kategori:Födda 1292
বিষয়শ্রেণী:১২৯৫-এ জন্ম	Kategori:Födda 1295
বিষয়শ্রেণী:৫৯৪	Kategori:594
বিষয়শ্রেণী:১২৯৮-এ জন্ম	Kategori:Födda 1298
বিষয়শ্রেণী:১৩০১-এ জন্ম	Kategori:Födda 1301
বিষয়শ্রেণী:১৩০৩-এ জন্ম	Kategori:Födda 1303
বিষয়শ্রেণী:১৩০৯-এ জন্ম	Kategori:Födda 1309
বিষয়শ্রেণী:মন	Kategori:Medvetande
বিষয়শ্রেণী:১৩১০-এ জন্ম	Kategori:Födda 1310
বিষয়শ্রেণী:৫৯৪-এ মৃত্যু	Kategori:Avlidna 594
বিষয়শ্রেণী:১৩১৩-এ জন্ম	Kategori:Födda 1313
বিষয়শ্রেণী:১৩১৪-এ জন্ম	Kategori:Födda 1314
বিষয়শ্রেণী:১৩১৭-এ জন্ম	Kategori:Födda 1317
বিষয়শ্রেণী:১৩১৯-এ জন্ম	Kategori:Födda 1319
বিষয়শ্রেণী:১৩২৯-এ জন্ম	Kategori:Födda 1329
বিষয়শ্রেণী:১৩৩১-এ জন্ম	Kategori:Födda 1331
বিষয়শ্রেণী:১৩৩২-এ জন্ম	Kategori:Födda 1332
বিষয়শ্রেণী:১৩৪১-এ জন্ম	Kategori:Födda 1341
বিষয়শ্রেণী:১৩৪২-এ জন্ম	Kategori:Födda 1342
বিষয়শ্রেণী:৫৯৬	Kategori:596
বিষয়শ্রেণী:১৩৪৩-এ জন্ম	Kategori:Födda 1343
বিষয়শ্রেণী:১৩৪৬-এ জন্ম	Kategori:Födda 1346
বিষয়শ্রেণী:১৩৫০-এ জন্ম	Kategori:Födda 1350
বিষয়শ্রেণী:১৩৫৪-এ জন্ম	Kategori:Födda 1354
বিষয়শ্রেণী:১৩৫৮-এ জন্ম	Kategori:Födda 1358
বিষয়শ্রেণী:৫৯৬-এ মৃত্যু	Kategori:Avlidna 596
টেমপ্লেট:IRL	Mall:IRL
বিষয়শ্রেণী:১৩৬৪-এ জন্ম	Kategori:Födda 1364
বিষয়শ্রেণী:১৩৬৫-এ জন্ম	Kategori:Födda 1365
বিষয়শ্রেণী:১৩৬৭-এ জন্ম	Kategori:Födda 1367
টেমপ্লেট:তথ্যছক নদী	Mall:Infobox vattendrag
বিষয়শ্রেণী:১৩৬৯-এ জন্ম	Kategori:Födda 1369
বিষয়শ্রেণী:১৩৭০-এ জন্ম	Kategori:Födda 1370
বিষয়শ্রেণী:১৩৭৫-এ জন্ম	Kategori:Födda 1375
বিষয়শ্রেণী:১৩৭৮-এ জন্ম	Kategori:Födda 1378
বিষয়শ্রেণী:১৩৭৯-এ জন্ম	Kategori:Födda 1379
বিষয়শ্রেণী:১৩৮৩-এ জন্ম	Kategori:Födda 1383
বিষয়শ্রেণী:৫৯৮	Kategori:598
বিষয়শ্রেণী:১৩৮৫-এ জন্ম	Kategori:Födda 1385
বিষয়শ্রেণী:১৩৮৯-এ জন্ম	Kategori:Födda 1389
বিষয়শ্রেণী:১৩৯৩-এ জন্ম	Kategori:Födda 1393
বিষয়শ্রেণী:১৩৯৯-এ জন্ম	Kategori:Födda 1399
বিষয়শ্রেণী:১৪০৬-এ জন্ম	Kategori:Födda 1406
বিষয়শ্রেণী:১৪১০-এ জন্ম	Kategori:Födda 1410
বিষয়শ্রেণী:১৪১৯-এ জন্ম	Kategori:Födda 1419
বিষয়শ্রেণী:১৪২২-এ জন্ম	Kategori:Födda 1422
বিষয়শ্রেণী:১৪২৪-এ জন্ম	Kategori:Födda 1424
বিষয়শ্রেণী:১৪২৬-এ জন্ম	Kategori:Födda 1426
বিষয়শ্রেণী:১৪২৯-এ জন্ম	Kategori:Födda 1429
বিষয়শ্রেণী:১৪৩১-এ জন্ম	Kategori:Födda 1431
বিষয়শ্রেণী:১৪৩৫-এ জন্ম	Kategori:Födda 1435
বিষয়শ্রেণী:১৪৩৬-এ জন্ম	Kategori:Födda 1436
বিষয়শ্রেণী:১৪৩৭-এ জন্ম	Kategori:Födda 1437
বিষয়শ্রেণী:১৪৪০-এ জন্ম	Kategori:Födda 1440
বিষয়শ্রেণী:১৪৪৩-এ জন্ম	Kategori:Födda 1443
বিষয়শ্রেণী:৬০০-এ মৃত্যু	Kategori:Avlidna 600
বিষয়শ্রেণী:১৪৪৫-এ জন্ম	Kategori:Födda 1445
বিষয়শ্রেণী:১৪৪৭-এ জন্ম	Kategori:Födda 1447
বিষয়শ্রেণী:১৪৫০-এ জন্ম	Kategori:Födda 1450
বিষয়শ্রেণী:১৪৫৭-এ জন্ম	Kategori:Födda 1457
বিষয়শ্রেণী:১৪৫৮-এ জন্ম	Kategori:Födda 1458
বিষয়শ্রেণী:১৪৬০-এ জন্ম	Kategori:Födda 1460
বিষয়শ্রেণী:৬০১-এ মৃত্যু	Kategori:Avlidna 601
বিষয়শ্রেণী:১৪৬২-এ জন্ম	Kategori:Födda 1462
বিষয়শ্রেণী:১৪৬৬-এ জন্ম	Kategori:Födda 1466
বিষয়শ্রেণী:১৪৬৭-এ জন্ম	Kategori:Födda 1467
বিষয়শ্রেণী:১৪৭০-এ জন্ম	Kategori:Födda 1470
বিষয়শ্রেণী:১৪৭২-এ জন্ম	Kategori:Födda 1472
বিষয়শ্রেণী:১৪৭৬-এ জন্ম	Kategori:Födda 1476
বিষয়শ্রেণী:১৪৮৩-এ জন্ম	Kategori:Födda 1483
বিষয়শ্রেণী:৬০৩	Kategori:603
বিষয়শ্রেণী:১৪৯০-এ জন্ম	Kategori:Födda 1490
বিষয়শ্রেণী:১৪৯১-এ জন্ম	Kategori:Födda 1491
বিষয়শ্রেণী:১৪৯৬-এ জন্ম	Kategori:Födda 1496
বিষয়শ্রেণী:১৪৯৮-এ জন্ম	Kategori:Födda 1498
বিষয়শ্রেণী:১৫০০-এ জন্ম	Kategori:Födda 1500
বিষয়শ্রেণী:৬০৪	Kategori:604
বিষয়শ্রেণী:১৫০৭-এ জন্ম	Kategori:Födda 1507
বিষয়শ্রেণী:১৫১১-এ জন্ম	Kategori:Födda 1511
বিষয়শ্রেণী:১৫১৪-এ জন্ম	Kategori:Födda 1514
বিষয়শ্রেণী:১৫১৭-এ জন্ম	Kategori:Födda 1517
বিষয়শ্রেণী:১৫২০-এ জন্ম	Kategori:Födda 1520
বিষয়শ্রেণী:৬০৪-এ মৃত্যু	Kategori:Avlidna 604
বিষয়শ্রেণী:১৫২৬-এ জন্ম	Kategori:Födda 1526
বিষয়শ্রেণী:১৫৩৪-এ জন্ম	Kategori:Födda 1534
বিষয়শ্রেণী:১৫৩৫-এ জন্ম	Kategori:Födda 1535
বিষয়শ্রেণী:১৫৪২-এ জন্ম	Kategori:Födda 1542
বিষয়শ্রেণী:১৫৪৫-এ জন্ম	Kategori:Födda 1545
বিষয়শ্রেণী:১৫৪৭-এ জন্ম	Kategori:Födda 1547
বিষয়শ্রেণী:১৫৫০-এ জন্ম	Kategori:Födda 1550
বিষয়শ্রেণী:১৫৫৪-এ জন্ম	Kategori:Födda 1554
বিষয়শ্রেণী:১৫৫৭-এ জন্ম	Kategori:Födda 1557
বিষয়শ্রেণী:১৫৫৮-এ জন্ম	Kategori:Födda 1558
বিষয়শ্রেণী:১৫৬২-এ জন্ম	Kategori:Födda 1562
বিষয়শ্রেণী:৬০৭	Kategori:607
বিষয়শ্রেণী:১৫৬৫-এ জন্ম	Kategori:Födda 1565
বিষয়শ্রেণী:১৫৬৭-এ জন্ম	Kategori:Födda 1567
বিষয়শ্রেণী:১৫৬৮-এ জন্ম	Kategori:Födda 1568
বিষয়শ্রেণী:১৫৭৪-এ জন্ম	Kategori:Födda 1574
বিষয়শ্রেণী:৬০৭-এ মৃত্যু	Kategori:Avlidna 607
বিষয়শ্রেণী:১৫৭৭-এ জন্ম	Kategori:Födda 1577
বিষয়শ্রেণী:১৫৭৯-এ জন্ম	Kategori:Födda 1579
বিষয়শ্রেণী:১৫৮১-এ জন্ম	Kategori:Födda 1581
বিষয়শ্রেণী:১৫৮৩-এ জন্ম	Kategori:Födda 1583
বিষয়শ্রেণী:১৫৮৪-এ জন্ম	Kategori:Födda 1584
বিষয়শ্রেণী:১৫৮৬-এ জন্ম	Kategori:Födda 1586
বিষয়শ্রেণী:১৫৮৯-এ জন্ম	Kategori:Födda 1589
বিষয়শ্রেণী:১৫৯১-এ জন্ম	Kategori:Födda 1591
বিষয়শ্রেণী:১৫৯৩-এ জন্ম	Kategori:Födda 1593
বিষয়শ্রেণী:৬০৯	Kategori:609
বিষয়শ্রেণী:১৫৯৪-এ জন্ম	Kategori:Födda 1594
বিষয়শ্রেণী:১৫৯৭-এ জন্ম	Kategori:Födda 1597
বিষয়শ্রেণী:১৫৯৮-এ জন্ম	Kategori:Födda 1598
বিষয়শ্রেণী:১৬০০-এ জন্ম	Kategori:Födda 1600
বিষয়শ্রেণী:১৬০১-এ জন্ম	Kategori:Födda 1601
বিষয়শ্রেণী:১৬০৩-এ জন্ম	Kategori:Födda 1603
বিষয়শ্রেণী:১৬০৬-এ জন্ম	Kategori:Födda 1606
বিষয়শ্রেণী:১৬১১-এ জন্ম	Kategori:Födda 1611
বিষয়শ্রেণী:১৬১৬-এ জন্ম	Kategori:Födda 1616
বিষয়শ্রেণী:১৬১৯-এ জন্ম	Kategori:Födda 1619
বিষয়শ্রেণী:১৬২১-এ জন্ম	Kategori:Födda 1621
বিষয়শ্রেণী:৬১১	Kategori:611
বিষয়শ্রেণী:১৬২৩-এ জন্ম	Kategori:Födda 1623
বিষয়শ্রেণী:১৬২৫-এ জন্ম	Kategori:Födda 1625
বিষয়শ্রেণী:১৬২৭-এ জন্ম	Kategori:Födda 1627
বিষয়শ্রেণী:১৬২৮-এ জন্ম	Kategori:Födda 1628
বিষয়শ্রেণী:১৬৩০-এ জন্ম	Kategori:Födda 1630
বিষয়শ্রেণী:১৬৩২-এ জন্ম	Kategori:Födda 1632
বিষয়শ্রেণী:১৬৩৪-এ জন্ম	Kategori:Födda 1634
বিষয়শ্রেণী:১৬৩৬-এ জন্ম	Kategori:Födda 1636
বিষয়শ্রেণী:১৬৩৮-এ জন্ম	Kategori:Födda 1638
বিষয়শ্রেণী:১৬৩৯-এ জন্ম	Kategori:Födda 1639
বিষয়শ্রেণী:১৬৪১-এ জন্ম	Kategori:Födda 1641
বিষয়শ্রেণী:১৬৪৩-এ জন্ম	Kategori:Födda 1643
বিষয়শ্রেণী:১৬৪৫-এ জন্ম	Kategori:Födda 1645
বিষয়শ্রেণী:১৬৪৬-এ জন্ম	Kategori:Födda 1646
বিষয়শ্রেণী:৬১৩	Kategori:613
বিষয়শ্রেণী:১৬৪৮-এ জন্ম	Kategori:Födda 1648
বিষয়শ্রেণী:১৬৫০-এ জন্ম	Kategori:Födda 1650
বিষয়শ্রেণী:১৬৫১-এ জন্ম	Kategori:Födda 1651
বিষয়শ্রেণী:১৬৫৬-এ জন্ম	Kategori:Födda 1656
বিষয়শ্রেণী:১৬৫৮-এ জন্ম	Kategori:Födda 1658
বিষয়শ্রেণী:১৬৫৯-এ জন্ম	Kategori:Födda 1659
বিষয়শ্রেণী:৬১৩-এ মৃত্যু	Kategori:Avlidna 613
বিষয়শ্রেণী:১৬৬২-এ জন্ম	Kategori:Födda 1662
বিষয়শ্রেণী:১৬৬৪-এ জন্ম	Kategori:Födda 1664
বিষয়শ্রেণী:১৬৬৭-এ জন্ম	Kategori:Födda 1667
বিষয়শ্রেণী:১৬৬৮-এ জন্ম	Kategori:Födda 1668
বিষয়শ্রেণী:১৬৭০-এ জন্ম	Kategori:Födda 1670
বিষয়শ্রেণী:১৬৭৫-এ জন্ম	Kategori:Födda 1675
বিষয়শ্রেণী:১৬৭৭-এ জন্ম	Kategori:Födda 1677
বিষয়শ্রেণী:৬১৫	Kategori:615
বিষয়শ্রেণী:১৬৭৯-এ জন্ম	Kategori:Födda 1679
বিষয়শ্রেণী:১৬৮১-এ জন্ম	Kategori:Födda 1681
বিষয়শ্রেণী:১৬৮২-এ জন্ম	Kategori:Födda 1682
বিষয়শ্রেণী:১৬৮৩-এ জন্ম	Kategori:Födda 1683
বিষয়শ্রেণী:১৬৮৫-এ জন্ম	Kategori:Födda 1685
বিষয়শ্রেণী:৬১৫-এ মৃত্যু	Kategori:Avlidna 615
বিষয়শ্রেণী:১৬৮৮-এ জন্ম	Kategori:Födda 1688
বিষয়শ্রেণী:১৬৯০-এ জন্ম	Kategori:Födda 1690
বিষয়শ্রেণী:১৬৯১-এ জন্ম	Kategori:Födda 1691
বিষয়শ্রেণী:১৬৯২-এ জন্ম	Kategori:Födda 1692
বিষয়শ্রেণী:১৬৯৪-এ জন্ম	Kategori:Födda 1694
বিষয়শ্রেণী:১৬৯৫-এ জন্ম	Kategori:Födda 1695
বিষয়শ্রেণী:১৬৯৭-এ জন্ম	Kategori:Födda 1697
বিষয়শ্রেণী:১৬৯৮-এ জন্ম	Kategori:Födda 1698
বিষয়শ্রেণী:১৭০০-এ জন্ম	Kategori:Födda 1700
বিষয়শ্রেণী:১৭০৩-এ জন্ম	Kategori:Födda 1703
বিষয়শ্রেণী:১৭০৭-এ জন্ম	Kategori:Födda 1707
বিষয়শ্রেণী:১৭১০-এ জন্ম	Kategori:Födda 1710
বিষয়শ্রেণী:১৭১২-এ জন্ম	Kategori:Födda 1712
বিষয়শ্রেণী:১৭১৪-এ জন্ম	Kategori:Födda 1714
বিষয়শ্রেণী:৬১৮-এ মৃত্যু	Kategori:Avlidna 618
বিষয়শ্রেণী:১৭১৬-এ জন্ম	Kategori:Födda 1716
বিষয়শ্রেণী:১৭১৯-এ জন্ম	Kategori:Födda 1719
বিষয়শ্রেণী:১৭২১-এ জন্ম	Kategori:Födda 1721
বিষয়শ্রেণী:১৭২৩-এ জন্ম	Kategori:Födda 1723
বিষয়শ্রেণী:১৭২৫-এ জন্ম	Kategori:Födda 1725
বিষয়শ্রেণী:১৭২৬-এ জন্ম	Kategori:Födda 1726
বিষয়শ্রেণী:১৭২৭-এ জন্ম	Kategori:Födda 1727
বিষয়শ্রেণী:১৭২৮-এ জন্ম	Kategori:Födda 1728
বিষয়শ্রেণী:১৭২৯-এ জন্ম	Kategori:Födda 1729
বিষয়শ্রেণী:১৭৩০-এ জন্ম	Kategori:Födda 1730
বিষয়শ্রেণী:১৭৩১-এ জন্ম	Kategori:Födda 1731
বিষয়শ্রেণী:১৭৩২-এ জন্ম	Kategori:Födda 1732
বিষয়শ্রেণী:১৭৩৩-এ জন্ম	Kategori:Födda 1733
বিষয়শ্রেণী:১৭৩৪-এ জন্ম	Kategori:Födda 1734
বিষয়শ্রেণী:৬২১	Kategori:621
বিষয়শ্রেণী:১৭৩৫-এ জন্ম	Kategori:Födda 1735
বিষয়শ্রেণী:১৭৩৬-এ জন্ম	Kategori:Födda 1736
বিষয়শ্রেণী:১৭৩৭-এ জন্ম	Kategori:Födda 1737
বিষয়শ্রেণী:১৭৩৮-এ জন্ম	Kategori:Födda 1738
বিষয়শ্রেণী:১৭৩৯-এ জন্ম	Kategori:Födda 1739
বিষয়শ্রেণী:১৭৪০-এ জন্ম	Kategori:Födda 1740
বিষয়শ্রেণী:৬২১-এ মৃত্যু	Kategori:Avlidna 621
বিষয়শ্রেণী:১৭৪১-এ জন্ম	Kategori:Födda 1741
বিষয়শ্রেণী:১৭৪২-এ জন্ম	Kategori:Födda 1742
বিষয়শ্রেণী:১৭৪৩-এ জন্ম	Kategori:Födda 1743
বিষয়শ্রেণী:১৭৪৪-এ জন্ম	Kategori:Födda 1744
বিষয়শ্রেণী:১৭৪৫-এ জন্ম	Kategori:Födda 1745
বিষয়শ্রেণী:১৭৪৬-এ জন্ম	Kategori:Födda 1746
বিষয়শ্রেণী:১৭৪৭-এ জন্ম	Kategori:Födda 1747
বিষয়শ্রেণী:১৭৪৮-এ জন্ম	Kategori:Födda 1748
বিষয়শ্রেণী:১৭৪৯-এ জন্ম	Kategori:Födda 1749
বিষয়শ্রেণী:৬২৩	Kategori:623
বিষয়শ্রেণী:১৭৫০-এ জন্ম	Kategori:Födda 1750
বিষয়শ্রেণী:১৭৫১-এ জন্ম	Kategori:Födda 1751
বিষয়শ্রেণী:১৭৫২-এ জন্ম	Kategori:Födda 1752
বিষয়শ্রেণী:১৭৫৩-এ জন্ম	Kategori:Födda 1753
বিষয়শ্রেণী:১৭৫৪-এ জন্ম	Kategori:Födda 1754
বিষয়শ্রেণী:১৭৫৫-এ জন্ম	Kategori:Födda 1755
বিষয়শ্রেণী:১৭৫৬-এ জন্ম	Kategori:Födda 1756
বিষয়শ্রেণী:১৭৫৭-এ জন্ম	Kategori:Födda 1757
বিষয়শ্রেণী:১৭৫৮-এ জন্ম	Kategori:Födda 1758
বিষয়শ্রেণী:১৭৫৯-এ জন্ম	Kategori:Födda 1759
বিষয়শ্রেণী:১৭৬০-এ জন্ম	Kategori:Födda 1760
বিষয়শ্রেণী:১৭৬১-এ জন্ম	Kategori:Födda 1761
বিষয়শ্রেণী:১৭৬২-এ জন্ম	Kategori:Födda 1762
বিষয়শ্রেণী:৬২৫	Kategori:625
বিষয়শ্রেণী:১৭৬৩-এ জন্ম	Kategori:Födda 1763
বিষয়শ্রেণী:১৭৬৪-এ জন্ম	Kategori:Födda 1764
বিষয়শ্রেণী:১৭৬৫-এ জন্ম	Kategori:Födda 1765
বিষয়শ্রেণী:১৭৬৬-এ জন্ম	Kategori:Födda 1766
বিষয়শ্রেণী:১৭৬৭-এ জন্ম	Kategori:Födda 1767
বিষয়শ্রেণী:১৭৬৮-এ জন্ম	Kategori:Födda 1768
বিষয়শ্রেণী:৬২৫-এ মৃত্যু	Kategori:Avlidna 625
বিষয়শ্রেণী:১৭৬৯-এ জন্ম	Kategori:Födda 1769
বিষয়শ্রেণী:১৭৭০-এ জন্ম	Kategori:Födda 1770
বিষয়শ্রেণী:১৭৭১-এ জন্ম	Kategori:Födda 1771
বিষয়শ্রেণী:১৭৭২-এ জন্ম	Kategori:Födda 1772
বিষয়শ্রেণী:১৭৭৩-এ জন্ম	Kategori:Födda 1773
বিষয়শ্রেণী:১৭৭৪-এ জন্ম	Kategori:Födda 1774
বিষয়শ্রেণী:১৭৭৫-এ জন্ম	Kategori:Födda 1775
বিষয়শ্রেণী:১৭৭৬-এ জন্ম	Kategori:Födda 1776
বিষয়শ্রেণী:১৭৭৭-এ জন্ম	Kategori:Födda 1777
বিষয়শ্রেণী:১৭৭৮-এ জন্ম	Kategori:Födda 1778
বিষয়শ্রেণী:১৭৭৯-এ জন্ম	Kategori:Födda 1779
বিষয়শ্রেণী:৬২৮	Kategori:628
বিষয়শ্রেণী:১৭৮০-এ জন্ম	Kategori:Födda 1780
বিষয়শ্রেণী:১৭৮১-এ জন্ম	Kategori:Födda 1781
বিষয়শ্রেণী:১৭৮২-এ জন্ম	Kategori:Födda 1782
বিষয়শ্রেণী:১৭৮৩-এ জন্ম	Kategori:Födda 1783
বিষয়শ্রেণী:১৭৮৪-এ জন্ম	Kategori:Födda 1784
বিষয়শ্রেণী:৬২৮-এ মৃত্যু	Kategori:Avlidna 628
বিষয়শ্রেণী:১৭৮৫-এ জন্ম	Kategori:Födda 1785
বিষয়শ্রেণী:১৭৮৬-এ জন্ম	Kategori:Födda 1786
বিষয়শ্রেণী:১৭৮৭-এ জন্ম	Kategori:Födda 1787
বিষয়শ্রেণী:১৭৮৮-এ জন্ম	Kategori:Födda 1788
বিষয়শ্রেণী:১৭৮৯-এ জন্ম	Kategori:Födda 1789
বিষয়শ্রেণী:১৭৯০-এ জন্ম	Kategori:Födda 1790
বিষয়শ্রেণী:১৭৯১-এ জন্ম	Kategori:Födda 1791
বিষয়শ্রেণী:১৭৯২-এ জন্ম	Kategori:Födda 1792
টেমপ্লেট:Country data তুর্কমেনিস্তান	Mall:Landsdata Turkmenistan
বিষয়শ্রেণী:৬৩০	Kategori:630
বিষয়শ্রেণী:১৭৯৪-এ জন্ম	Kategori:Födda 1794
বিষয়শ্রেণী:১৭৯৫-এ জন্ম	Kategori:Födda 1795
বিষয়শ্রেণী:১৭৯৬-এ জন্ম	Kategori:Födda 1796
বিষয়শ্রেণী:১৭৯৭-এ জন্ম	Kategori:Födda 1797
বিষয়শ্রেণী:১৭৯৮-এ জন্ম	Kategori:Födda 1798
বিষয়শ্রেণী:১৭৯৯-এ জন্ম	Kategori:Födda 1799
বিষয়শ্রেণী:৬৩০-এ মৃত্যু	Kategori:Avlidna 630
বিষয়শ্রেণী:১৮০০-এ জন্ম	Kategori:Födda 1800
বিষয়শ্রেণী:১৮০১-এ জন্ম	Kategori:Födda 1801
বিষয়শ্রেণী:১৮০৩-এ জন্ম	Kategori:Födda 1803
বিষয়শ্রেণী:১৮০৪-এ জন্ম	Kategori:Födda 1804
বিষয়শ্রেণী:১৮০৫-এ জন্ম	Kategori:Födda 1805
বিষয়শ্রেণী:৬৩২	Kategori:632
বিষয়শ্রেণী:১৮০৬-এ জন্ম	Kategori:Födda 1806
বিষয়শ্রেণী:১৮০৭-এ জন্ম	Kategori:Födda 1807
বিষয়শ্রেণী:১৮০৮-এ জন্ম	Kategori:Födda 1808
বিষয়শ্রেণী:১৮০৯-এ জন্ম	Kategori:Födda 1809
বিষয়শ্রেণী:১৮১০-এ জন্ম	Kategori:Födda 1810
বিষয়শ্রেণী:১৮১৩-এ জন্ম	Kategori:Födda 1813
বিষয়শ্রেণী:১৮১৪-এ জন্ম	Kategori:Födda 1814
