אפריקע	Afrika
מאיר לענסקי	Meyer Lansky
מירענדע ווארענונג	Mirandavarningen
עיִן תחת עיִן	Talionprincipen
אחזיהו (מלך יהודה)	Achasja (kung i Juda)
יהורם (מלך יהודה)	Joram
עוזיהו	Ussia
ירבעם בן נבט	Jerobeam
יאשיהו	Josia
יהואש (מלך יהודה)	Joash
אמציה	Amasja
אסא	Asa (kung)
אמון	Amon (kung)
דזשעף גארדאן	Jeff Gordon
וואסילי גראסמאן	Vasilij Grossman
באשיר זשומייעל	Bashir Gemayel
קאמאדיטי	Handelsvara
זילבער (קאליר)	Silver (färg)
יגאל אלון	Yigal Allon
אלה	Ela
יגאל עמיר	Yigal Amir
יהויקים	Kung Jojakim
הושע בן אלה	Hosea (kung)
יהויכין	Jojakin
טייהא קאקי	Taihō Kōki
בעל שם טוב	Israel ben Eliezer
קהאליד שייך מוכאמעד	Khalid Sheikh Mohammed
ראש לימבאו	Rush Limbaugh
באב דאול	Bob Dole
על פרענקען	Al Franken
דן חלוץ	Dan Halutz
מייקל דוקאקיס	Michael Dukakis
אלכסנדר ינאי	Alexander Jannaeus
קריסטאפער דאד	Christopher Dodd
נתן הנביא	Natan
אלעקס זשאונס	Alex Jones
בערי גאלדוואטער	Barry Goldwater
חיים טאפאל	Chaim Topol
שעלדאן איידלסאהן	Sheldon Adelson
בועז מעודה	Boaz Mauda
הלל הזקן	Hillel
פראכט	Last (transport)
גוש דן	Gush Dan
קסרי	Caesarea Maritima
יאנואר 2006	Januari 2006
שעדליץ	Siedlce
זאב זשאבאטינסקי	Zeev Jabotinsky
לאנדאנער בארא פון סאטן	London Borough of Sutton
צאפ	Fläta
אפשוואכן קריג	Utnötningskriget
עקאנאמיע פון דעם פאראייניגטן קעניגרייך	Storbritanniens ekonomi
אינטעריגאציע	Förhör
שלאכט פון אאכן	Slaget vid Aachen
אגענטור	Myndighet
שערן	Frisyr
לאדזשער געטא	Łódź getto
קעזמארק	Kežmarok
האלדזן	Kram
אמין זשומייעל	Amine Gemayel
מערץ 2006	Mars 2006
פעברואר 2006	Februari 2006
דעל.איס.אס	Delicious
געלע לאטע	Judestjärnan
קישקונהאלאש	Kiskunhalas
אברהם בים	Abraham Beame
ראצפערט	Újfehértó
פאראמעדיקער	Paramedicin
אברהם זכות	Abraham Zacuto
קבר	Begravning
אויק פארק (אילינויס)	Oak Park
געמיט	Humör
פלוראליזם	Pluralism (politisk filosofi)
טעכניאן	Technion
לבנון בארג	Libanonberget
זשאנסאן & זשאנסאן	Johnson & Johnson
קאסאם	Qassam-raket
סיגעט	Sighetu Marmației
געזונט פארזיכערונג	Sjukförsäkring
אבו האמזא	Abu Hamza al-Masri
ראיעל קענעדיען מאונטעד פאליציי	Kanadas ridande polis
M4a	MP4
יהואחז	Joahas
ראדני קינג	Rodney King
טאנגא	Tango
מוילאייזל הערש	Svartsvanshjort
אר"י הקדוש	Isaac Luria
אדא	Ada, Serbien
אדמו"ר	Rebbe
מתתיהו אנטיגונוס דער צווייטער	Antigonos II Mattathias
שאול מופז	Shaul Mofaz
מענדעלע מוכר ספרים	Schalom Jakob Abramovitj
יגאל ידין	Yigael Yadin
חיים נחמן ביאליק	Chajim Nachman Bialik
מוכאמאד סאאיד אל-סאהאף	Mohammed Said as-Sahaf
אדוניהו	Adonia
מישעל אאון	Michel Aoun
מהר"ל מפראג	Judah Loew ben Bezalel
פעדרא דע בעטאנקור	Pedro de Betancur
ווויטעך טוקא	Vojtech Tuka
שליוואוויץ	Slivovits
יו-עס קאסטומס ענד בארדער פראטעקשן	United States Customs and Border Protection
נייטרע טייך	Nitra (flod)
ארדשיר	Ardashir I Papagan
מעמאריעל דעי	Memorial Day
עמלק	Amalek
אקוואמארין (קאליר)	Akvamarin (färg)
בייבל קריטיק	Textkritisk bibelforskning
טשיטאגאנג	Chittagong
דרעטל	Häftklammer
מעמד הר סיני	Sinaiberget
וויליאם באקלי	William F. Buckley, Jr.
אתגר קרת	Etgar Keret
אדווערב	Adverb
דאדולא	Dadullah Akhund
שב"כ	Shin Bet
עמאנציפאציע	Emancipation
איגאר פאווליוק	Ihor Pavljuk
אחד העם	Ahad Ha'am
זשאק ליפשיץ	Jacques Lipchitz
על שארפטאן	Al Sharpton
ברוך גאלדשטיין	Baruch Goldstein
וואליד זשומבלאט	Walid Jumblatt
שלום אש	Sholem Asch
לואיס ליבי	Lewis Libby
דזשאן קארזיין	Jon Corzine
מסורה (טעקסט)	Masoretiska bibeltexten
ארגאניש עסן	Ekologisk mat
שבועה	Ed (juridik)
סקאטש וויסקי	Skotsk whisky
כראניש	Kronisk sjukdom
ארטאדאקס	Ortodoxi
שאפליפטינג	Snatteri
קאבל אינטערנעט	Kabelmodem
קאנסטרוקציע	Byggnadskonstruktion
פלמ"ח	Palmach
מאזיר	Mazyr
פויקער	Trumslagare
היט ענד ראן	Obehörigt avvikande från olycksplats
תלמוד ירושלמי	Talmud jerushalmi
װיקיפּעדיע:נאכפאלג ליסטע	Wikipedia:Bevakningslistan
װיקיפּעדיע:באוועגן	Wikipedia:Flytta sida
אגודת ישראל	Agudat Yisrael
פערספעקטיוו	Förkortning (måleri)
סקול בארד	Skolstyrelse
האלבקיילעך	Jordens halvklot
סובסטאנץ	Substance
לאפעראמיד	Loperamid
עסצילאטאפראם	Escitalopram
יצחק לייבוש פרץ	Isaac Leib Peretz
ReadyBoost	Readyboost
10000 (נומער)	10000 (tal)
וויאלעט	Violett
ראזע	Rosa (färg)
אפער וועסט סייד	Upper West Side
נצרת	Nasaret
שמחת תורה	Simchat Torah
27 (נומער)	27 (tal)
35 (נומער)	35 (tal)
64 (נומער)	64 (tal)
99 (נומער)	99 (tal)
אפער איסט סייד	Upper East Side
רובי ריוולין	Reuven Rivlin
הפועל חיפה	Hapoel Haifa FC
ליטאני טייך	Litani
מיני ישראל	Mini Israel
ארפכשד	Arpakshad
זיסקייט	Sötma
מאיא פּליסעצקאיא	Maja Plisetskaja
גאלאנטא	Galanta
בענדין	Będzin
סאהא	SoHo
Cbc	Canadian Broadcasting Corporation
ווייט פלעינס, ניו יארק	White Plains, New York
נאריש און נארישער	Dum & dummare
סינדי שעהין	Cindy Sheehan
עתליה	Atalja
ברעזנא	Brezno
עיפאק	American Israel Public Affairs Committee
היסטאריע פון טעכנאלאגיע	Teknikhistoria
הימל ליניע	Stadssiluett
עמאקא	Amoco
קאנווענץ פאר קינדער-רעכט	Barnkonventionen
שרית חדד	Sarit Hadad
Thalys	Thalys
שלמה מיכאלס	Solomon Mikhoels
פיער זשומייעל	Pierre Gemayel
יעקב דורי	Yaakov Dori
עד קאטש	Ed Koch
סאעמו טאיאדא	Soemu Toyoda
דייוויד דינקינס	David Dinkins
יוסף קארו	Josef Caro
חיים בר-לב	Haim Bar-Lev
דוד האלבערשטאם (שרייבער)	David Halberstam
נחמן מברסלב	Nachman av Breslov
לענא העלמסלי	Leona Helmsley
רודאלף ווערבע	Rudolf Vrba
הרוגי מלכות פונעם ראטנפארבאנד	De mördade poeternas natt
פראסטיץ	Prostějov
טאמי לאפיד	Josef Lapid
זשעק אבראמאף	Jack Abramoff
אידענטיטעט גניבות	Identitetsstöld
חדרה	Hadera
דע בירס	De Beers
סידור	Siddur
סייף	Kassaskåp
עמיר פרץ	Amir Peretz
מאקס נארדוי	Max Nordau
השכלה	Haskala
אנטיק	Antikvitet
סטאק מארקעט	Aktiemarknad
קאנקורענץ	Tävling
פסיכאלאגיע פון מוזיק	Musikpsykologi
קערפער שפראך	Kroppsspråk
די לוסטיגע אלמנה	Glada änkan
קאריטיבע פוטבאל גרופע	Coritiba Foot Ball Club
אמסטערדאם (באדייטן)	Amsterdam (olika betydelser)
אמסטערדאם (שטאט), ניו יארק	Amsterdam, New York
הידראגען עקאנאמיע	Väteekonomi
מערב וועלט	Västerländsk kultur
רוקן ביין	Ryggrad
אלבאם	Musikalbum
ראציאנאליזם	Rationalism
Windows 98	Windows 98
פּלאַנאָיסע	Planoise
גווען סטעפעני	Gwen Stefani
זשאנער	Genre
קעלי קלערקסאן	Kelly Clarkson
וואל-מארט	Walmart
סוניס	Sunni
פאלא פערנאנדעס	Paula Fernandes
Windows 2000	Windows 2000
שינדלערס ליסטע	Schindler's List
מיסטער בין	Mr. Bean
אויטאנאמיע	Autonomi
נאציאנאלער הימען פון טשילע	Himno nacional de Chile
Windows Me	Windows ME
סקינהעד	Skinnskalle
אוואירו	Aveiro
CRM	Customer relationship management
איסטמאן קאדאק	Eastman Kodak
פידלער אויפן דאך	Spelman på taket
דראט-רעקארדירן	Trådspelare
אייער ליקער	Advocaat
טאבעלע	Tabell
רשימה:פרוכט	Lista över frukter
טאמעס און פריינט	Thomas och vännerna
שטילקייט	Tystnad
זשאני וואקער	Johnnie Walker
מעלה אדומים	Ma'ale Adummim
פאלאנגען	Falangistpartiet (Libanon)
עבר	Ever
ווייכביין	Brosk
גוי	Goj
געהיימע דינסט פון די פאראייניגטע שטאטן	United States Secret Service
פראטאפלאנעטארישער דיסק	Protoplanetär skiva
סופר	Sofer
שטריימל	Shtreimel
וועגן מאפע	Färdplanen för fred
אלטער בחור	Ungkarl
היקעמע	Pachyrhizus erosus
גערשטן	Kornsläktet
זאבלאטאוו	Zabolotiv
רי"ף	Isaac Alfasi
טריאו	Palm Treo
איוואן גאל	Yvan Goll
מיידיי	Air Crash Investigation
בלאט שניידער בין	Buksamlarbin
אליגאטאר	Alligatorer
סאפיע (באדייטן)	Sophia
טישטיך	Bordsduk
דאמינעטריקס	Dominatrix
עגלע בענדיקייטע	Eglė Bendikaitė
בערבעין	Bourbon (dryck)
29 (נומער)	29 (tal)
מארך ביין	Benmärg
פלאטילע	Flottilj
20/20 זעהקראפט	Synskärpa
רודאלף קאסטנער	Rudolf Kasztner
ישראל יהושע זינגער	Israel Joshua Singer
שאן הענעטי	Sean Hannity
רעי נעיגין	Ray Nagin
קניידלעך	Kneidlach
וועטשערע	Supé
קלימאקס (געשעניש)	Klimax
מייפל סטארי	Maplestory
באליידיגונג	Förolämpning
טראפיק טיקעט	Felparkeringsavgift
יהונתן אייבעשיץ	Jonathan Eybeschütz
שמואל זיגלבוים	Szmul Zygielbojm
אנטי-פעמיניזם	Antifeminism
מגן דוד אדום	Magen David Adom
כעמישע ענערגיע	Kemisk energi
באזעצונג	Israeliska bosättningar
אנטי ציוניזם	Antisionism
מזל טוב	Mazel tov
תרח	Terach
28 (נומער)	28 (tal)
נאטאליי הארלער	Natalie Horler
כעמיקער	Kemist
הילטאן האטעלס	Hilton Hotels
עד טאונס	Edolphus Towns
באלעסטיגן	Missbruk
38 (נומער)	38 (tal)
האנדל	Handel
פּאַן-אייראפעישער פארבאנד	Paneuropeiska unionen
ראדיא גא גא	Radio Ga Ga
האנד טארמאז	Bromssystem
שטעטל	Shtetl
ראבערט קאטשאריאן	Robert Kotjarjan
אפטייקעריי	Farmaci
זבולן	Sebulon
שידוך	Äktenskapsförmedling
טעיזם	Teism
פראבלעם	Problem
באונטי האנטערס	Prisjägare
פאו'ס געזעץ	Poes lag
שטעלונג	Attityd
הגדה של פסח	Haggada
ראובן	Ruben (Bibeln)
דינער (סעודה)	Bankett
סווינגינג	Swinging
לעבן פארזיכערונג	Livförsäkring
ניו יארק דיילי ניוז	Daily News (New York)
45 (נומער)	45 (tal)
קאני איילענד	Coney Island
שולד	Skuld (etik)
מיישא	Kiskunmajsa
קעטסקילס	Catskillbergen
קאמפאט	Kompott
קארל לוץ	Carl Lutz
מוזיקער	Musiker
גזירת ת"ח ות"ט	Chmelnitskij-upproret
נטורי קרתא	Neturei Karta
קישקעריש	Kiskőrös
בונדיזם	Allmänna judiska Arbetarförbundet för Litauen, Polen och Ryssland
קווינסוויי אונטערגרונט סטאנציע	Queensway (tunnelbanestation)
המן	Haman (Bibeln)
יששכר	Isaskar
הארא	Hora (dans)
אנגעשטעלטער	Anställd
מיטאג	Kvällsmat
קערעסטיר	Bodrogkeresztúr
פריימעריס	Primärval
סדר נשים	Kiddushin
יצחק אבינו	Isak (Bibeln)
קליינווארדיין	Kisvárda
וויסנשאפט מוזיי	Science Museum (London)
הענרי דער זיבעטער פון ענגלאנד	Henrik VII av England
טעלאנגאנע	Telangana
אקספארד צירקוס אונטערגרונט סטאנציע	Oxford Circus (Londons tunnelbana)
בורשטין (קאליר)	Bärnsten (färg)
בערלין זאאלאגישער גארטן באן סטאנציע	Bahnhof Berlin Zoologischer Garten
טראנספארט פאר לאנדאן	Transport for London
אנוש	Enosh
ניקאלשבורג	Mikulov
קינדערטראנספארט	Kindertransport
ניו יארק מעטראפאליטען שטח	New Yorks storstadsregion
אומבאוועגלעכע גיטער	Fastighet
קערפער פלעק	Naevus
ריינקייט	Städning
ברוסט פיין	Bröstsmärta
לאנדאנער בארא פון גריניטש	Royal Borough of Greenwich
מזומן	Kontanter
קעטאלאגיע	Cetologi
1992 לאס אנדזשעלעס ראיאטן	Kravallerna i Los Angeles 1992
ראנאלד לאודער	Ronald Lauder
אדעס רציחה	Massakern i Odessa
עוויאן קאנפערענץ	Éviankonferensen
יעדוואבנער פאגראם	Massakern i Jedwabne
עמנואל רינגלבלום	Emanuel Ringelblum
פאנאר	Paneriai
קוואדראט קילאמעטער	Kvadratkilometer
גליד	Organ
80 (נומער)	80 (tal)
21 (נומער)	21 (tal)
22 (נומער)	22 (tal)
70 (נומער)	70 (tal)
50 (נומער)	50 (tal)
לימפאטישע סיסטעם	Lymfatiska systemet
41 (נומער)	41 (tal)
34 (נומער)	34 (tal)
33 (נומער)	33 (tal)
47 (נומער)	47 (tal)
31 (נומער)	31 (tal)
32 (נומער)	32 (tal)
44 (נומער)	44 (tal)
46 (נומער)	46 (tal)
49 (נומער)	49 (tal)
48 (נומער)	48 (tal)
37 (נומער)	37 (tal)
39 (נומער)	39 (tal)
36 (נומער)	36 (tal)
81 (נומער)	81 (tal)
69 (נומער)	69 (tal)
0.999...	0,999…
200 (נומער)	200 (tal)
מערב דייטשלאנד	Västtyskland
כרמלית (חיפה)	Haifas bergbana
144 (נומער)	144 (tal)
קאסטקא	Costco
121 (נומער)	121 (tal)
196 (נומער)	196 (tal)
169 (נומער)	169 (tal)
סט פאנקראס באן סטאנציע	St Pancras Station
מגילה	Bokrulle
אפמאך פון פאריז (1951)	Fördraget om upprättandet av Europeiska kol- och stålgemenskapen
נארלס בארקלי	Gnarls Barkley
64 באזע	Base64
שותפות	Enkelt bolag
לאשאנץ	Lučenec
כהן	Kohen
לאנדאנער בארא פון סאדארק	London Borough of Southwark
אסטראווצע	Ostrowiec Świętokrzyski
קדיש	Kaddish
משה מאנטיפיארי	Moses Montefiore
טאני סנאו	Tony Snow
מאלטע פערסאן	Malte Persson
רבן יוחנן בן זכאי	Jochanan Ben Sakkai
סאמיר דזשאדזשא	Samir Geagea
פנואל	Penuel
Windows Mail	Windows Mail
ווימבלדאן	Wimbledon, London
אינטימיטעט	Samlevnad
נאנאש	Hajdúnánás
עשרה בטבת	10 tevet
וואלקאוויסק	Volkovysk
אז	Oz (TV-serie)
נירן איבערפלאנץ	Njurtransplantation
מתנגדים	Mitnagdim
תלמוד תורה	Cheder
לאַכערייַקע	Sketch
אטוואצק	Otwock
װיקיפּעדיע:מיטא	Wikipedia:Meta
170 (נומער)	170 (tal)
פישטראן	Fiskleverolja
דאראג	Dorog
ט"ו בשבט	Tu Bishvat
דריטע שינע	Strömskena
ערבות	Borgen (juridik)
ספירת העומר	Sefirat omer
טאפלישאן	Topoľčany
מארטין לוטער קינג דיי	Martin Luther King-dagen
ניו יארק מאראטאן	New York City Marathon
דאקטאר (פילאסאפיע)	Filosofie doktor
לידער שרייבער	Låtskrivare
אנאנא	Annona atemoya
טראדיציע	Masoreter
Directory Service	Katalogtjänst
אויטאנאמישע רעפובליק פון קרים	Autonoma republiken Krim
דיים	Dime
רשימה:מאלערס	Wikipedia:Projekt konst/Lista över konstnärer
אגרת ירמיהו	Jeremias brev
אגער	Hingst
גערטנעריי	Trädgårdsmästare
יזרעאל טאל	Jezreelslätten
עלקוש	Olkusz
טרייבעקע	Tribeca
פראגראם	Program
פאות	Peyos
דרום אזיע	Sydasien
וויליאמסבורג, ברוקלין	Williamsburg, Brooklyn
זונפאנעל	Solpanel
רעכט	Rättighet
קאפאוואר	Kapuvár
פירמע	Företag
מארבל ארטש אונטערגרונט סטאנציע	Marble Arch (tunnelbanestation)
